frame,t_s,est_X_mm,est_Y_mm,tracked_points,inlier_ratio,roi_visible,flags
443,7.4582,-0.0060,0.0009,364,1.0000,0.4562,
444,7.4750,-0.0060,0.0009,356,1.0000,0.4562,
445,7.4918,-0.0060,0.0009,367,1.0000,0.4567,
446,7.5087,-0.0060,0.0008,362,1.0000,0.4546,
447,7.5255,-0.0058,0.0009,364,1.0000,0.4562,
448,7.5424,-0.0055,0.0009,357,1.0000,0.4563,
449,7.5592,-0.0054,0.0009,370,0.9973,0.4569,
450,7.5760,0.0130,0.0015,347,0.9544,0.4564,
451,7.5929,0.0130,0.0015,427,1.0000,0.4565,
452,7.6097,0.0131,0.0015,447,1.0000,0.4552,
453,7.6265,0.0131,0.0016,450,1.0000,0.4568,
454,7.6434,0.0130,0.0016,445,1.0000,0.4558,
455,7.6602,0.0130,0.0016,423,1.0000,0.4575,
456,7.6770,-0.0712,0.0017,414,0.9952,0.4544,
457,7.6939,-0.1690,0.0016,393,0.9876,0.4563,
458,7.7107,-0.2636,0.0014,429,0.9863,0.4559,
459,7.7275,-0.2650,0.0010,425,0.9953,0.4548,
460,7.7444,-0.2222,0.0014,432,0.9819,0.4555,
461,7.7612,-0.0933,0.0015,403,0.9926,0.4558,
462,7.7781,0.0547,0.0014,422,0.9977,0.4565,
463,7.7949,0.1998,0.0015,408,1.0000,0.4554,
464,7.8117,0.2953,0.0020,440,0.9932,0.4559,
465,7.8286,0.3324,0.0023,443,0.9911,0.4569,
466,7.8454,0.2855,0.0021,465,0.9979,0.4567,
467,7.8622,0.1456,0.0019,509,0.9961,0.4549,
468,7.8791,-0.0101,0.0015,499,0.9901,0.4572,
469,7.8959,-0.1643,0.0013,486,0.9959,0.4542,
470,7.9127,-0.3153,0.0000,465,0.9790,0.4563,
471,7.9296,-0.4368,-0.0024,407,0.9927,0.4528,
472,7.9464,-0.5322,-0.0031,442,0.9911,0.4545,
473,7.9632,-0.5696,-0.0033,480,0.9918,0.4522,
474,7.9801,-0.5476,-0.0035,469,1.0000,0.4544,
475,7.9969,-0.4554,-0.0035,459,0.9871,0.4542,
476,8.0137,-0.3250,-0.0034,414,0.9882,0.4548,
477,8.0306,-0.1874,-0.0025,438,0.9800,0.4547,
478,8.0474,-0.0591,0.0011,412,0.9928,0.4555,
479,8.0643,0.0377,0.0016,456,1.0000,0.4561,
480,8.0811,0.1363,0.0018,390,0.8636,0.4566,
481,8.0979,0.1908,0.0019,454,1.0000,0.4575,
482,8.1148,0.2232,0.0020,489,0.9980,0.4567,
483,8.1316,0.2236,0.0020,487,0.9980,0.4566,
484,8.1484,0.1778,0.0021,481,1.0000,0.4571,
485,8.1653,0.0477,0.0018,472,0.9854,0.4567,
486,8.1821,-0.1060,0.0014,396,0.9925,0.4564,
487,8.1989,-0.2493,0.0010,398,0.9975,0.4555,
488,8.2158,-0.2946,0.0009,479,1.0000,0.4543,
489,8.2326,-0.2475,0.0009,420,0.9929,0.4552,
490,8.2494,-0.1055,0.0014,416,0.9928,0.4552,
491,8.2663,0.0389,0.0014,393,1.0000,0.4569,
492,8.2831,0.0830,0.0016,432,1.0000,0.4550,
493,8.3000,-0.0126,0.0015,412,0.9976,0.4564,
494,8.3168,-0.1576,0.0017,448,0.9956,0.4558,
495,8.3336,-0.2526,0.0017,388,0.9874,0.4558,
496,8.3505,-0.2693,0.0017,391,1.0000,0.4548,
497,8.3673,-0.2693,0.0017,363,1.0000,0.4545,
498,8.3841,-0.2692,0.0017,361,0.9972,0.4537,
499,8.4010,-0.2270,0.0017,361,0.9918,0.4549,
500,8.4178,-0.1746,0.0017,358,0.9972,0.4555,
501,8.4346,-0.0770,0.0019,352,0.9972,0.4564,
502,8.4515,0.0181,0.0020,363,1.0000,0.4571,
503,8.4683,0.0678,0.0022,405,0.9951,0.4568,
504,8.4851,0.0681,0.0022,376,0.9973,0.4559,
505,8.5020,0.0558,0.0022,381,0.9948,0.4571,
506,8.5188,0.0060,0.0023,379,0.9948,0.4566,
507,8.5357,-0.0361,0.0023,389,0.9873,0.4546,
508,8.5525,-0.0361,0.0023,386,1.0000,0.4549,
509,8.5693,0.0125,0.0023,383,1.0000,0.4557,
510,8.5862,0.0838,0.0069,377,0.9201,0.4566,
511,8.6030,0.1247,0.0069,461,1.0000,0.4571,
512,8.6198,0.1250,0.0069,468,0.9957,0.4569,
513,8.6367,0.1245,0.0075,448,0.9806,0.4572,
514,8.6535,0.0920,0.0074,459,1.0000,0.4566,
515,8.6703,0.0424,0.0074,455,0.9956,0.4570,
516,8.6872,-0.0524,0.0074,430,0.9977,0.4549,
517,8.7040,-0.1495,0.0067,445,0.9868,0.4547,
518,8.7208,-0.2926,0.0063,395,1.0000,0.4562,
519,8.7377,-0.4009,0.0057,393,0.9949,0.4545,
520,8.7545,-0.4857,0.0026,435,0.9798,0.4549,
521,8.7714,-0.5092,0.0017,372,0.9947,0.4542,
522,8.7882,-0.5089,0.0019,391,0.9924,0.4546,
523,8.8050,-0.4732,0.0019,419,0.9953,0.4535,
524,8.8219,-0.3788,0.0021,414,1.0000,0.4531,
525,8.8387,-0.1866,0.0039,428,0.9729,0.4562,
526,8.8555,0.0449,0.0050,382,0.9948,0.4548,
527,8.8724,0.2007,0.0056,383,0.9897,0.4579,
528,8.8892,0.2490,0.0058,372,1.0000,0.4575,
529,8.9060,0.2084,0.0059,407,0.9975,0.4570,
530,8.9229,0.1546,0.0060,371,0.9816,0.4571,
531,8.9397,0.1158,0.0061,380,1.0000,0.4567,
532,8.9565,0.1570,0.0061,377,1.0000,0.4562,
533,8.9734,0.1986,0.0060,356,1.0000,0.4567,
534,8.9902,0.2303,0.0061,382,0.9974,0.4565,
535,9.0071,0.2299,0.0061,375,0.9973,0.4556,
536,9.0239,0.1808,0.0060,367,0.9919,0.4559,
537,9.0407,0.0879,0.0060,352,0.9944,0.4567,
538,9.0576,0.0453,0.0059,385,0.9974,0.4562,
539,9.0744,0.0877,0.0058,401,1.0000,0.4551,
540,9.0912,0.1492,0.0068,359,0.9260,0.4573,
541,9.1081,0.1915,0.0068,444,0.9955,0.4560,
542,9.1249,0.1841,0.0068,448,0.9978,0.4565,
543,9.1417,0.1060,0.0070,429,0.9954,0.4562,
544,9.1586,0.0562,0.0070,452,1.0000,0.4556,
545,9.1754,0.0409,0.0069,428,1.0000,0.4559,
546,9.1922,-0.0053,0.0068,416,0.9976,0.4555,
547,9.2091,-0.0975,0.0067,437,0.9954,0.4566,
548,9.2259,-0.1902,0.0060,450,0.9890,0.4543,
549,9.2427,-0.2306,0.0052,436,0.9932,0.4546,
550,9.2596,-0.1856,0.0039,432,0.9977,0.4541,
551,9.2764,-0.0914,0.0034,388,0.9974,0.4552,
552,9.2933,0.0578,0.0040,433,1.0000,0.4571,
553,9.3101,0.0985,0.0042,443,0.9955,0.4559,
554,9.3269,-0.0464,0.0038,460,0.9935,0.4578,
555,9.3438,-0.2430,-0.0030,378,0.9794,0.4546,
556,9.3606,-0.4786,-0.0034,360,0.9972,0.4540,
557,9.3774,-0.6282,-0.0039,418,0.9858,0.4545,
558,9.3943,-0.6875,-0.0040,431,0.9954,0.4547,
559,9.4111,-0.7070,-0.0042,435,0.9977,0.4523,
560,9.4279,-0.7070,-0.0050,354,0.9753,0.4514,
561,9.4448,-0.7072,-0.0053,308,1.0000,0.4527,
562,9.4616,-0.7540,-0.0052,313,1.0000,0.4525,
563,9.4784,-0.8291,-0.0064,323,0.9908,0.4528,
564,9.4953,-0.9218,-0.0086,373,0.9920,0.4514,
565,9.5121,-1.0193,-0.0115,309,0.9599,0.4509,
566,9.5290,-1.0233,-0.0116,339,0.9798,0.4511,
567,9.5458,-0.9340,-0.0114,294,0.9735,0.4514,
568,9.5626,-0.8117,-0.0110,323,0.9850,0.4514,
569,9.5795,-0.7340,-0.0101,307,0.9968,0.4520,
570,9.5963,-0.7099,-0.0083,311,0.8943,0.4527,
571,9.6131,-0.6656,-0.0083,809,0.9914,0.4532,
572,9.6300,-0.6289,-0.0083,740,0.9777,0.4530,
573,9.6468,-0.5854,-0.0083,559,0.9756,0.4543,
574,9.6636,-0.5413,-0.0084,559,0.9859,0.4543,
575,9.6805,-0.4496,-0.0083,478,0.9958,0.4544,
576,9.6973,-0.3551,-0.0079,522,0.9868,0.4547,
577,9.7141,-0.2196,-0.0074,510,0.9903,0.4540,
578,9.7310,-0.1065,-0.0071,396,0.9828,0.4560,
579,9.7478,-0.0160,-0.0066,462,0.9915,0.4554,
580,9.7647,0.0271,-0.0062,429,0.9977,0.4556,
581,9.7815,0.0277,-0.0062,413,1.0000,0.4570,
582,9.7983,0.0277,-0.0062,412,1.0000,0.4571,
583,9.8152,0.0269,-0.0063,401,0.9926,0.4545,
584,9.8320,-0.0102,-0.0064,402,0.9950,0.4552,
585,9.8488,-0.0117,-0.0066,385,0.9974,0.4567,
586,9.8657,-0.0311,-0.0064,369,0.9973,0.4553,
587,9.8825,-0.0311,-0.0064,358,0.9972,0.4544,
588,9.8993,-0.0228,-0.0064,410,0.9976,0.4549,
589,9.9162,-0.0228,-0.0065,363,0.9945,0.4572,
590,9.9330,-0.0697,-0.0065,366,0.9973,0.4554,
591,9.9498,-0.1204,-0.0068,382,0.9948,0.4553,
592,9.9667,-0.1651,-0.0067,342,1.0000,0.4565,
593,9.9835,-0.1651,-0.0067,371,1.0000,0.4558,
594,10.0004,-0.1641,-0.0067,364,0.9946,0.4560,
595,10.0172,-0.1642,-0.0068,360,0.9945,0.4546,
596,10.0340,-0.2591,-0.0069,392,0.9949,0.4553,
597,10.0509,-0.3120,-0.0077,360,0.9972,0.4547,
598,10.0677,-0.2834,-0.0080,377,0.9896,0.4536,
599,10.0845,-0.1783,-0.0079,375,0.9974,0.4552,
600,10.1014,-0.0577,0.0009,354,0.8919,0.4563,
601,10.1182,0.0407,0.0011,369,1.0000,0.4569,
602,10.1350,0.1267,0.0059,394,1.0000,0.4565,
603,10.1519,0.1519,0.0063,390,0.9949,0.4568,
604,10.1687,0.1891,0.0067,399,1.0000,0.4587,
605,10.1855,0.2319,0.0074,449,0.9978,0.4575,
606,10.2024,0.2776,0.0082,446,0.9933,0.4563,
607,10.2192,0.3226,0.0091,436,0.9932,0.4571,
608,10.2361,0.3225,0.0103,397,0.9900,0.4570,
609,10.2529,0.2394,0.0105,400,0.9950,0.4593,
610,10.2697,0.1437,0.0117,471,0.9834,0.4560,
611,10.2866,0.0632,0.0117,386,0.9948,0.4555,
612,10.3034,0.0374,0.0118,455,1.0000,0.4561,
613,10.3202,0.0453,0.0126,410,0.9976,0.4568,
614,10.3371,0.0969,0.0253,436,0.9776,0.4569,
615,10.3539,0.1477,0.0365,378,0.9922,0.4573,
616,10.3707,0.1887,0.0373,336,1.0000,0.4574,
617,10.3876,0.1893,0.0375,348,0.9943,0.4555,
618,10.4044,0.1452,0.0412,379,0.9870,0.4578,
619,10.4212,0.1227,0.0422,357,0.9944,0.4571,
620,10.4381,0.1653,0.0451,316,0.9969,0.4567,
621,10.4549,0.2094,0.0493,376,0.9947,0.4570,
622,10.4717,0.2506,0.0671,377,1.0000,0.4575,
623,10.4886,0.2503,0.0677,364,0.9973,0.4579,
624,10.5054,0.1493,-0.0284,401,0.9525,0.4574,
625,10.5223,-0.0439,-0.5081,402,0.9419,0.4564,
626,10.5391,-0.2597,-0.8043,371,0.9920,0.4588,
627,10.5559,-0.3579,-0.8183,378,0.9921,0.4566,
628,10.5728,-0.4452,-0.9590,369,0.9840,0.4568,
629,10.5896,-0.5195,-1.1084,358,0.9809,0.4578,
630,10.6064,-0.5724,-1.2276,347,0.8512,0.4575,
631,10.6233,-0.6170,-1.2852,481,0.9979,0.4563,
632,10.6401,-0.6301,-1.3651,462,0.9915,0.4566,
633,10.6569,-0.6321,-1.4539,535,0.9926,0.4567,
634,10.6738,-0.6357,-1.5317,418,0.9882,0.4582,
635,10.6906,-0.6464,-1.6343,412,0.9672,0.4587,
636,10.7074,-0.6980,-1.7875,332,0.9941,0.4586,
637,10.7243,-0.7445,-1.9494,333,0.9823,0.4576,
638,10.7411,-0.7867,-2.0715,402,0.9759,0.4580,
639,10.7580,-0.7843,-2.1665,354,0.9699,0.4583,
640,10.7748,-0.7737,-2.2715,369,0.9740,0.4599,
641,10.7916,-0.8106,-2.4005,360,0.9836,0.4585,
642,10.8085,-0.8584,-2.5028,388,0.9798,0.4584,
643,10.8253,-0.9490,-2.6347,420,0.9611,0.4596,
644,10.8421,-1.0090,-2.7628,345,0.9537,0.4585,
645,10.8590,-1.0102,-2.8541,413,0.9834,0.4587,
646,10.8758,-0.9882,-2.9140,370,0.9920,0.4592,
647,10.8926,-0.9662,-2.9839,350,0.9944,0.4591,
648,10.9095,-0.9645,-3.0717,426,0.9817,0.4600,
649,10.9263,-0.9627,-3.1641,326,0.9735,0.4609,
650,10.9431,-0.9336,-3.2358,398,0.9735,0.4603,
651,10.9600,-0.8862,-3.2880,332,1.0000,0.4613,
652,10.9768,-0.8362,-3.3323,375,0.9973,0.4630,
653,10.9937,-0.7846,-3.3758,349,0.9943,0.4617,
654,11.0105,-0.7393,-3.4199,340,0.9942,0.4618,
655,11.0273,-0.7374,-3.4659,355,0.9944,0.4627,
656,11.0442,-0.7370,-3.5138,403,0.9926,0.4627,
657,11.0610,-0.7359,-3.5854,397,0.9876,0.4630,
658,11.0778,-0.7172,-3.6562,365,0.9892,0.4637,
659,11.0947,-0.6818,-3.7421,383,0.9701,0.4638,
660,11.1115,-0.6540,-3.8367,308,0.9426,0.4649,
661,11.1283,-0.6513,-3.9329,512,1.0000,0.4642,
662,11.1452,-0.6601,-4.0746,517,0.9942,0.4654,
663,11.1620,-0.7103,-4.2241,494,0.9920,0.4663,
664,11.1788,-0.7730,-4.3639,454,0.9848,0.4661,
665,11.1957,-0.8169,-4.4811,508,0.9942,0.4649,
666,11.2125,-0.8176,-4.6274,485,0.9878,0.4661,
667,11.2294,-0.7824,-4.7717,529,0.9925,0.4672,
668,11.2462,-0.7505,-4.9112,516,0.9811,0.4670,
669,11.2630,-0.7309,-5.0524,481,0.9858,0.4682,
670,11.2799,-0.7219,-5.1955,477,0.9876,0.4691,
671,11.2967,-0.6856,-5.3889,422,0.9976,0.4683,
672,11.3135,-0.6844,-5.6264,493,0.9940,0.4691,
673,11.3304,-0.7313,-5.8289,484,0.9838,0.4698,
674,11.3472,-0.7788,-6.0222,489,0.9899,0.4712,
675,11.3640,-0.7817,-6.2612,462,0.9747,0.4711,
676,11.3809,-0.7369,-6.6025,461,0.9707,0.4728,
677,11.3977,-0.6899,-7.0300,485,0.9918,0.4727,
678,11.4145,-0.6422,-7.4788,484,0.9818,0.4744,
679,11.4314,-0.5986,-7.9603,470,0.9653,0.4751,
680,11.4482,-0.5868,-8.4325,439,0.9566,0.4773,
681,11.4650,-0.5864,-8.9068,434,0.9797,0.4799,
682,11.4819,-0.6259,-9.4406,419,0.9882,0.4809,
683,11.4987,-0.6744,-10.0197,392,0.9899,0.4808,
684,11.5156,-0.7197,-10.5553,490,0.9609,0.4835,
685,11.5324,-0.7464,-11.0435,430,0.9624,0.4830,
686,11.5492,-0.7525,-11.5767,518,0.9647,0.4853,
687,11.5661,-0.7663,-12.1148,580,0.9732,0.4857,
688,11.5829,-0.7720,-12.6948,499,0.9746,0.4883,
689,11.5997,-0.8159,-13.2742,528,0.9567,0.4903,
690,11.6166,-0.8552,-13.8301,423,0.7912,0.4891,
691,11.6334,-0.8542,-14.4106,613,0.9935,0.4912,
692,11.6502,-0.8078,-14.9925,614,0.9968,0.4940,
693,11.6671,-0.7628,-15.5933,629,0.9799,0.4956,
694,11.6839,-0.7628,-16.1747,633,0.9753,0.4961,
695,11.7007,-0.8049,-16.6592,628,0.9677,0.4965,
696,11.7176,-0.8475,-17.1429,565,0.9610,0.4989,
697,11.7344,-0.8471,-17.6304,589,0.9688,0.5015,
698,11.7513,-0.8469,-18.1579,632,0.9635,0.5011,
699,11.7681,-0.8464,-18.6913,535,0.9711,0.5026,
700,11.7849,-0.8887,-19.1754,590,0.9474,0.5053,
701,11.8018,-0.9349,-19.6586,578,0.9617,0.5050,
702,11.8186,-0.9864,-20.1418,588,0.9883,0.5047,
703,11.8354,-1.0311,-20.6247,556,0.9573,0.5061,
704,11.8523,-1.0468,-21.1074,640,0.9436,0.5066,
705,11.8691,-1.0466,-21.6330,543,0.9578,0.5095,
706,11.8859,-1.0467,-22.1993,554,0.9737,0.5093,
707,11.9028,-1.0818,-22.7784,550,0.9701,0.5139,
708,11.9196,-1.1180,-23.3591,553,0.9570,0.5147,
709,11.9364,-1.1174,-23.9868,669,0.9548,0.5148,
710,11.9533,-1.1160,-24.6649,585,0.9577,0.5164,
711,11.9701,-1.1271,-25.3276,627,0.9561,0.5168,
712,11.9870,-1.1655,-26.0293,673,0.9444,0.5213,
713,12.0038,-1.1650,-26.8302,609,0.9641,0.5218,
714,12.0206,-1.1457,-27.7122,607,0.9254,0.5223,
715,12.0375,-1.0984,-28.6700,814,0.9593,0.5241,
716,12.0543,-1.0083,-29.7304,771,0.9238,0.5245,
717,12.0711,-0.9888,-30.7939,723,0.9720,0.5263,
718,12.0880,-0.9914,-31.8152,681,0.9275,0.5238,
719,12.1048,-1.0425,-32.8634,695,0.9590,0.5232,
720,12.1216,-1.1176,-33.8575,592,0.7484,0.5251,
721,12.1385,-1.1635,-34.8184,807,0.9915,0.5249,
722,12.1553,-1.2116,-35.7365,883,0.9714,0.5230,
723,12.1721,-1.3037,-36.5269,883,0.9509,0.5245,
724,12.1890,-1.3977,-37.3486,841,0.9591,0.5217,
725,12.2058,-1.4958,-38.1667,860,0.9642,0.5232,
726,12.2227,-1.5905,-38.9769,880,0.9801,0.5232,
727,12.2395,-1.6219,-39.7941,877,0.9628,0.5201,
728,12.2563,-1.5745,-40.6663,890,0.9613,0.5209,
729,12.2732,-1.4966,-41.5717,835,0.9559,0.5215,
730,12.2900,-1.4288,-42.4751,795,0.9607,0.5211,
731,12.3068,-1.3825,-43.3559,809,0.9690,0.5220,
732,12.3237,-1.3817,-44.3225,835,0.9743,0.5240,
733,12.3405,-1.4261,-45.3400,742,0.9266,0.5236,
734,12.3573,-1.4759,-46.3953,879,0.9453,0.5235,
735,12.3742,-1.5636,-47.4954,771,0.9700,0.5228,
736,12.3910,-1.6568,-48.6099,735,0.9660,0.5209,
737,12.4078,-1.7365,-49.7239,753,0.9487,0.5190,
738,12.4247,-1.7705,-50.8832,808,0.9466,0.5219,
739,12.4415,-1.7699,-52.0917,758,0.9783,0.5216,
740,12.4584,-1.7677,-53.2858,771,0.9579,0.5216,
741,12.4752,-1.7258,-54.5391,753,0.9309,0.5210,
742,12.4920,-1.7242,-55.8481,911,0.9725,0.5225,
743,12.5089,-1.7283,-57.1070,813,0.9762,0.5222,
744,12.5257,-1.7307,-58.3688,837,0.9458,0.5192,
745,12.5425,-1.7318,-59.7252,783,0.9481,0.5210,
746,12.5594,-1.7458,-61.0335,779,0.9469,0.5213,
747,12.5762,-1.7497,-62.2441,783,0.9608,0.5189,
748,12.5930,-1.7907,-63.5523,912,0.9434,0.5206,
749,12.6099,-1.8382,-64.9509,928,0.9588,0.5195,
750,12.6267,-1.9118,-66.3916,691,0.7339,0.5191,
751,12.6435,-2.0075,-67.8432,907,0.9935,0.5210,
752,12.6604,-2.1015,-69.2936,914,0.9787,0.5186,
753,12.6772,-2.1677,-70.7464,829,0.9523,0.5192,
754,12.6940,-2.2163,-72.2651,858,0.9515,0.5171,
755,12.7109,-2.2658,-73.8599,867,0.9786,0.5168,
756,12.7277,-2.3188,-75.4583,918,0.9819,0.5170,
757,12.7446,-2.3753,-77.0550,900,0.9730,0.5161,
758,12.7614,-2.4691,-78.6474,947,0.9697,0.5169,
759,12.7782,-2.5540,-80.2415,900,0.9549,0.5146,
760,12.7951,-2.6017,-81.8389,987,0.9483,0.5171,
761,12.8119,-2.6484,-83.4328,951,0.9649,0.5134,
762,12.8287,-2.6969,-84.9381,1040,0.9711,0.5141,
763,12.8456,-2.7580,-86.3404,999,0.9509,0.5138,
764,12.8624,-2.8075,-87.7217,991,0.9439,0.5146,
765,12.8792,-2.8760,-89.1451,881,0.9333,0.5132,
766,12.8961,-2.9683,-90.6459,1008,0.9637,0.5133,
767,12.9129,-3.0560,-92.1486,983,0.9696,0.5130,
768,12.9297,-3.1086,-93.6879,1143,0.9631,0.5117,
769,12.9466,-3.1234,-95.3317,972,0.9423,0.5114,
770,12.9634,-3.0761,-97.0568,938,0.9584,0.5123,
771,12.9803,-3.0282,-98.7880,1015,0.9817,0.5112,
772,12.9971,-2.9799,-100.5303,974,0.9899,0.5110,
773,13.0139,-2.9311,-102.2725,929,0.9740,0.5121,
774,13.0308,-2.8842,-104.0124,934,0.9702,0.5112,
775,13.0476,-2.8518,-105.7801,884,0.9718,0.5136,
776,13.0644,-2.8502,-107.7090,895,0.9748,0.5100,
777,13.0813,-2.8922,-109.7585,883,0.9498,0.5129,
778,13.0981,-2.9403,-111.8453,895,0.9494,0.5112,
779,13.1149,-2.9882,-113.9276,974,0.9484,0.5116,
780,13.1318,-3.0274,-115.9202,836,0.7602,0.5118,
781,13.1486,-3.0633,-117.7212,903,0.9586,0.5144,
782,13.1654,-3.1094,-119.4160,962,0.9737,0.5129,
783,13.1823,-3.2038,-121.1045,968,0.9447,0.5107,
784,13.1991,-3.3067,-122.6679,968,0.8838,0.5136,
785,13.2160,-3.4514,-124.0264,1057,0.9107,0.5113,
786,13.2328,-3.5925,-125.2050,859,0.8633,0.5096,
787,13.2496,-3.7332,-126.2225,918,0.9218,0.5095,
788,13.2665,-3.8269,-127.2684,927,0.9395,0.5112,
789,13.2833,-3.9075,-128.2507,879,0.8623,0.5102,
790,13.3001,-3.9310,-129.1612,904,0.9130,0.5087,
791,13.3170,-3.9753,-130.0709,900,0.9274,0.5115,
792,13.3338,-4.0206,-131.0158,877,0.9457,0.5085,
793,13.3506,-4.0213,-132.0160,924,0.9579,0.5030,
794,13.3675,-4.0185,-133.0551,801,0.9236,0.5013,
795,13.3843,-3.9752,-134.2147,883,0.9559,0.5048,
796,13.4011,-3.9309,-135.3653,910,0.9734,0.4966,
797,13.4180,-3.8908,-136.5004,1046,0.9616,0.4933,
798,13.4348,-3.8734,-137.6100,931,0.9061,0.4930,
799,13.4517,-3.8708,-138.6724,929,0.9520,0.4909,
800,13.4685,-3.9084,-139.7768,902,0.9323,0.4867,
801,13.4853,-3.9997,-140.8426,951,0.9542,0.4839,
802,13.5022,-4.0939,-141.9076,889,0.9636,0.4797,
803,13.5190,-4.1971,-142.9708,844,0.9290,0.4792,
804,13.5358,-4.3197,-144.0324,818,0.9405,0.4760,
805,13.5527,-4.4338,-145.1455,698,0.9372,0.4716,
806,13.5695,-4.5281,-146.3528,705,0.9098,0.4684,
807,13.5863,-4.5737,-147.5936,596,0.9030,0.4624,
808,13.6032,-4.5726,-148.9277,671,0.9271,0.4627,
809,13.6200,-4.5266,-150.4056,613,0.9501,0.4590,
810,13.6368,-4.4711,-151.9458,516,0.7649,0.4568,
811,13.6537,-4.4299,-153.5367,856,0.9772,0.4513,
812,13.6705,-4.4555,-155.1501,720,0.9812,0.4452,
813,13.6874,-4.5074,-156.8351,794,0.8950,0.4409,
814,13.7042,-4.5709,-158.6248,734,0.8870,0.4380,
815,13.7210,-4.6172,-160.5137,684,0.9582,0.4366,
816,13.7379,-4.6622,-162.4207,650,0.9504,0.4256,
817,13.7547,-4.6612,-164.3524,818,0.9822,0.4203,
818,13.7715,-4.6625,-166.2187,793,0.9606,0.4217,
819,13.7884,-4.7148,-167.9529,614,0.9466,0.4165,
820,13.8052,-4.8114,-169.5495,756,0.8826,0.4115,
821,13.8220,-4.9163,-170.9599,619,0.8548,0.4078,
822,13.8389,-5.0598,-172.2395,553,0.8706,0.4006,
823,13.8557,-5.1997,-173.3524,684,0.7867,0.4008,
824,13.8725,-5.3429,-174.3200,561,0.9344,0.3961,
825,13.8894,-5.4540,-175.2150,578,0.9206,0.3934,
826,13.9062,-5.5569,-176.0974,480,0.9525,0.3908,
827,13.9230,-5.6512,-177.0194,616,0.9567,0.3906,
828,13.9399,-5.7158,-177.9851,534,0.9591,0.3886,
829,13.9567,-5.7564,-178.9063,542,0.9037,0.3857,
830,13.9736,-5.7551,-179.7255,623,0.9264,0.3823,
831,13.9904,-5.7533,-180.5001,652,0.9507,0.3831,
832,14.0072,-5.7526,-181.2294,554,0.9640,0.3807,
833,14.0241,-5.7940,-181.9556,565,0.9265,0.3759,
834,14.0409,-5.8368,-182.6789,603,0.9155,0.3768,
835,14.0577,-5.8908,-183.3531,520,0.9199,0.3750,
836,14.0746,-5.9541,-184.0251,570,0.9441,0.3731,
837,14.0914,-6.0005,-184.6852,612,0.9485,0.3691,
838,14.1082,-6.0455,-185.3339,655,0.9251,0.3684,
839,14.1251,-6.0893,-185.9702,568,0.9631,0.3680,
840,14.1419,-6.1267,-186.6219,420,0.7261,0.3641,
841,14.1587,-6.1544,-187.2969,525,0.9502,0.3649,
842,14.1756,-6.1641,-187.9679,514,0.9189,0.3638,
843,14.1924,-6.1657,-188.6585,397,0.9525,0.3611,
844,14.2093,-6.1694,-189.3853,428,0.9211,0.3570,
845,14.2261,-6.1696,-190.1297,408,0.9696,0.3560,
846,14.2429,-6.1752,-190.9140,357,0.9520,0.3546,
847,14.2598,-6.2192,-191.7142,382,0.9375,0.3512,
848,14.2766,-6.2607,-192.5082,327,0.9380,0.3506,
849,14.2934,-6.2861,-193.2807,338,0.9580,0.3497,
850,14.3103,-6.3056,-194.0123,349,0.9321,0.3475,
851,14.3271,-6.3061,-194.6417,430,0.9434,0.3462,
852,14.3439,-6.3065,-195.2200,373,0.9714,0.3467,
853,14.3608,-6.3364,-195.7066,354,0.9025,0.3446,
854,14.3776,-6.3646,-196.1540,381,0.8698,0.3423,
855,14.3944,-6.3667,-196.5414,409,0.9369,0.3403,
856,14.4113,-6.3856,-196.8788,409,0.9320,0.3431,
857,14.4281,-6.4022,-197.1220,414,0.9462,0.3392,
858,14.4450,-6.4029,-197.3143,444,0.9825,0.3396,
859,14.4618,-6.3999,-197.4098,461,0.9705,0.3417,
860,14.4786,-6.3864,-197.4484,383,0.9722,0.3417,
861,14.4955,-6.3421,-197.4491,409,0.9904,0.3396,
862,14.5123,-6.2963,-197.4493,413,0.9787,0.3400,
863,14.5291,-6.2749,-197.4263,376,0.9819,0.3412,
864,14.5460,-6.2757,-197.3923,374,0.9767,0.3396,
865,14.5628,-6.3215,-197.3478,372,0.9842,0.3410,
866,14.5796,-6.4114,-197.3068,455,0.9872,0.3398,
867,14.5965,-6.5045,-197.2676,424,0.9642,0.3390,
868,14.6133,-6.5974,-197.2293,363,0.9840,0.3398,
869,14.6301,-6.6307,-197.2048,392,0.9655,0.3397,
870,14.6470,-6.6052,-197.1746,296,0.7887,0.3392,
871,14.6638,-6.5101,-197.1323,327,0.9880,0.3403,
872,14.6807,-6.3689,-197.1206,307,0.9686,0.3413,
873,14.6975,-6.2321,-197.0768,336,0.9853,0.3429,
874,14.7143,-6.1353,-197.0304,316,0.9816,0.3414,
875,14.7312,-6.0963,-196.9851,257,0.9961,0.3415,
876,14.7480,-6.0947,-196.9362,230,0.9957,0.3420,
877,14.7648,-6.1275,-196.8576,269,0.9611,0.3411,
878,14.7817,-6.1776,-196.7643,230,0.9957,0.3413,
879,14.7985,-6.2273,-196.6748,307,0.9935,0.3421,
880,14.8153,-6.2708,-196.6266,221,0.9866,0.3437,
881,14.8322,-6.3004,-196.5843,241,0.9798,0.3417,
882,14.8490,-6.3249,-196.5388,241,0.9837,0.3408,
883,14.8658,-6.3649,-196.5004,283,0.9861,0.3436,
884,14.8827,-6.4024,-196.4717,310,0.9844,0.3419,
