frame,t_s,est_X_mm,est_Y_mm,tracked_points,inlier_ratio,roi_visible,flags
426,7.1720,-0.0017,0.0010,2000,1.0000,0.6103,
427,7.1888,-0.0017,0.0010,2000,1.0000,0.6103,
428,7.2056,-0.0017,0.0011,2000,1.0000,0.6100,
429,7.2225,-0.0017,0.0011,2000,1.0000,0.6100,
430,7.2393,-0.0017,0.0012,2000,1.0000,0.6100,
431,7.2561,-0.0017,0.0012,2000,1.0000,0.6090,
432,7.2730,-0.0017,0.0012,2000,1.0000,0.6090,
433,7.2898,-0.0016,0.0011,2000,1.0000,0.6104,
434,7.3067,-0.0016,0.0012,2000,1.0000,0.6101,
435,7.3235,-0.0017,0.0012,2000,1.0000,0.6102,
436,7.3403,-0.0016,0.0012,2000,1.0000,0.6098,
437,7.3572,-0.0016,0.0012,2000,1.0000,0.6098,
438,7.3740,-0.0016,0.0012,2000,1.0000,0.6098,
439,7.3908,-0.0016,0.0013,2000,1.0000,0.6098,
440,7.4077,-0.0015,0.0013,2000,1.0000,0.6086,
441,7.4245,-0.0014,0.0013,2000,1.0000,0.6097,
442,7.4413,-0.0014,0.0013,2000,1.0000,0.6097,
443,7.4582,-0.0012,0.0012,1999,1.0000,0.6098,
444,7.4750,-0.0012,0.0012,2000,1.0000,0.6098,
445,7.4918,-0.0011,0.0012,1998,1.0000,0.6086,
446,7.5087,-0.0011,0.0012,1999,1.0000,0.6101,
447,7.5255,-0.0008,0.0013,1998,1.0000,0.6098,
448,7.5424,-0.0007,0.0014,2000,1.0000,0.6098,
449,7.5592,-0.0004,0.0014,1999,1.0000,0.6095,
450,7.5760,0.0181,0.0041,1997,0.9985,0.6106,
451,7.5929,0.0181,0.0042,2000,1.0000,0.6103,
452,7.6097,0.0182,0.0041,2000,1.0000,0.6105,
453,7.6265,0.0182,0.0041,2000,1.0000,0.6095,
454,7.6434,0.0182,0.0042,2000,1.0000,0.6102,
455,7.6602,0.0182,0.0041,2000,1.0000,0.6089,
456,7.6770,0.0045,0.0036,1998,1.0000,0.6102,
457,7.6939,-0.0477,0.0032,2000,1.0000,0.6092,
458,7.7107,-0.1090,0.0021,1998,0.9990,0.6099,
459,7.7275,-0.1556,0.0018,1998,0.9995,0.6107,
460,7.7444,-0.1563,0.0017,1998,0.9995,0.6103,
461,7.7612,-0.1083,0.0022,1999,0.9990,0.6101,
462,7.7781,-0.0244,0.0026,1999,1.0000,0.6096,
463,7.7949,0.0727,0.0042,1996,1.0000,0.6104,
464,7.8117,0.1697,0.0058,1997,0.9985,0.6105,
465,7.8286,0.2200,0.0063,1997,0.9995,0.6104,
466,7.8454,0.2205,0.0063,1999,1.0000,0.6101,
467,7.8622,0.1733,0.0062,1997,0.9985,0.6109,
468,7.8791,0.0785,0.0045,2000,1.0000,0.6091,
469,7.8959,-0.0600,0.0025,1998,1.0000,0.6105,
470,7.9127,-0.2485,0.0007,2000,1.0000,0.6085,
471,7.9296,-0.3909,-0.0025,1998,1.0000,0.6107,
472,7.9464,-0.4873,-0.0032,1999,0.9995,0.6082,
473,7.9632,-0.5287,-0.0040,1999,0.9995,0.6107,
474,7.9801,-0.5281,-0.0041,1998,1.0000,0.6100,
475,7.9969,-0.4384,-0.0040,1998,0.9990,0.6105,
476,8.0137,-0.3370,-0.0038,1998,0.9990,0.6099,
477,8.0306,-0.2511,-0.0023,1996,0.9980,0.6117,
478,8.0474,-0.1689,-0.0001,1998,0.9995,0.6104,
479,8.0643,-0.0773,0.0007,1998,0.9995,0.6097,
480,8.0811,0.0039,0.0053,1971,0.9915,0.6102,
481,8.0979,0.0604,0.0057,2000,1.0000,0.6091,
482,8.1148,0.1252,0.0073,2000,1.0000,0.6101,
483,8.1316,0.1336,0.0070,1999,1.0000,0.6098,
484,8.1484,0.1323,0.0070,1998,1.0000,0.6102,
485,8.1653,0.0791,0.0067,1999,0.9995,0.6103,
486,8.1821,-0.0160,0.0050,2000,1.0000,0.6089,
487,8.1989,-0.1122,0.0038,2000,1.0000,0.6098,
488,8.2158,-0.1992,0.0035,2000,1.0000,0.6101,
489,8.2326,-0.1988,0.0034,1998,1.0000,0.6096,
490,8.2494,-0.1667,0.0044,1994,0.9970,0.6104,
491,8.2663,-0.0885,0.0044,1999,1.0000,0.6088,
492,8.2831,-0.0401,0.0048,2000,1.0000,0.6099,
493,8.3000,-0.0416,0.0048,2000,1.0000,0.6103,
494,8.3168,-0.0926,0.0048,2000,1.0000,0.6104,
495,8.3336,-0.1590,0.0052,1994,0.9975,0.6089,
496,8.3505,-0.2046,0.0053,1999,0.9995,0.6108,
497,8.3673,-0.2053,0.0053,2000,1.0000,0.6110,
498,8.3841,-0.2055,0.0053,1997,1.0000,0.6106,
499,8.4010,-0.2053,0.0052,1996,1.0000,0.6094,
500,8.4178,-0.1729,0.0058,1998,1.0000,0.6098,
501,8.4346,-0.1234,0.0067,2000,1.0000,0.6091,
502,8.4515,-0.0731,0.0071,2000,1.0000,0.6087,
503,8.4683,-0.0249,0.0077,1999,0.9995,0.6096,
504,8.4851,0.0169,0.0080,1999,1.0000,0.6099,
505,8.5020,0.0175,0.0082,2000,1.0000,0.6088,
506,8.5188,0.0075,0.0082,2000,1.0000,0.6100,
507,8.5357,0.0016,0.0080,2000,1.0000,0.6103,
508,8.5525,0.0014,0.0080,1998,0.9995,0.6107,
509,8.5693,0.0079,0.0080,1997,0.9995,0.6099,
510,8.5862,0.0424,0.0133,1991,0.9970,0.6098,
511,8.6030,0.0436,0.0133,2000,1.0000,0.6093,
512,8.6198,0.0841,0.0134,2000,1.0000,0.6104,
513,8.6367,0.0951,0.0165,1998,1.0000,0.6101,
514,8.6535,0.0949,0.0165,2000,1.0000,0.6096,
515,8.6703,0.0852,0.0163,1997,1.0000,0.6093,
516,8.6872,0.0349,0.0156,2000,1.0000,0.6101,
517,8.7040,-0.0515,0.0141,2000,1.0000,0.6100,
518,8.7208,-0.1950,0.0133,2000,1.0000,0.6086,
519,8.7377,-0.3295,0.0099,1998,1.0000,0.6099,
520,8.7545,-0.4224,0.0073,2000,1.0000,0.6097,
521,8.7714,-0.4623,0.0064,2000,1.0000,0.6103,
522,8.7882,-0.4623,0.0064,1996,1.0000,0.6099,
523,8.8050,-0.4620,0.0065,1998,1.0000,0.6101,
524,8.8219,-0.3697,0.0071,1999,0.9995,0.6099,
525,8.8387,-0.1910,0.0087,1998,1.0000,0.6061,
526,8.8555,-0.0941,0.0102,2000,0.9995,0.6100,
527,8.8724,0.0138,0.0156,1998,1.0000,0.6074,
528,8.8892,0.1081,0.0166,1999,0.9995,0.6097,
529,8.9060,0.1226,0.0171,1997,0.9990,0.6096,
530,8.9229,0.1148,0.0175,1996,0.9985,0.6098,
531,8.9397,0.1117,0.0174,1996,0.9995,0.6094,
532,8.9565,0.1119,0.0174,1992,0.9995,0.6105,
533,8.9734,0.1204,0.0176,1998,1.0000,0.6099,
534,8.9902,0.1228,0.0175,1995,0.9995,0.6100,
535,9.0071,0.1231,0.0175,1999,1.0000,0.6092,
536,9.0239,0.1112,0.0177,2000,1.0000,0.6098,
537,9.0407,0.0706,0.0179,1999,0.9995,0.6098,
538,9.0576,0.0311,0.0177,1998,1.0000,0.6099,
539,9.0744,0.0310,0.0178,2000,1.0000,0.6101,
540,9.0912,0.0511,0.0206,1980,0.9955,0.6100,
541,9.1081,0.0517,0.0206,1998,1.0000,0.6102,
542,9.1249,0.0524,0.0206,1999,1.0000,0.6101,
543,9.1417,0.0175,0.0208,1997,0.9990,0.6105,
544,9.1586,-0.0156,0.0207,1999,1.0000,0.6102,
545,9.1754,-0.0466,0.0210,2000,1.0000,0.6104,
546,9.1922,-0.0921,0.0209,2000,1.0000,0.6101,
547,9.2091,-0.1886,0.0205,1999,1.0000,0.6088,
548,9.2259,-0.2829,0.0204,1998,0.9995,0.6099,
549,9.2427,-0.2908,0.0204,1997,1.0000,0.6099,
550,9.2596,-0.2905,0.0203,2000,1.0000,0.6103,
551,9.2764,-0.1984,0.0205,1998,0.9995,0.6100,
552,9.2933,-0.1376,0.0210,1999,0.9995,0.6097,
553,9.3101,-0.0940,0.0210,2000,1.0000,0.6103,
554,9.3269,-0.0945,0.0210,1602,0.9960,0.6088,
555,9.3438,-0.2896,0.0179,1999,1.0000,0.6101,
556,9.3606,-0.4855,0.0168,1996,1.0000,0.6107,
557,9.3774,-0.5703,0.0154,1997,1.0000,0.6098,
558,9.3943,-0.6220,0.0149,1999,1.0000,0.6095,
559,9.4111,-0.6671,0.0141,2000,1.0000,0.6105,
560,9.4279,-0.6833,0.0137,1995,0.9995,0.6108,
561,9.4448,-0.7009,0.0135,1998,1.0000,0.6105,
562,9.4616,-0.7435,0.0134,2000,1.0000,0.6105,
563,9.4784,-0.7946,0.0124,1999,1.0000,0.6102,
564,9.4953,-0.8923,0.0108,2000,1.0000,0.6105,
565,9.5121,-0.9579,0.0013,1997,0.9985,0.6106,
566,9.5290,-0.9931,0.0011,1999,0.9995,0.6105,
567,9.5458,-0.9463,0.0009,1998,0.9990,0.6106,
568,9.5626,-0.8490,0.0051,1993,0.9975,0.6106,
569,9.5795,-0.8295,0.0058,1985,0.9990,0.6106,
570,9.5963,-0.7974,0.0044,1972,0.9895,0.6107,
571,9.6131,-0.7607,0.0046,1999,1.0000,0.6105,
572,9.6300,-0.7372,0.0048,2000,1.0000,0.6106,
573,9.6468,-0.6902,0.0047,2000,1.0000,0.6100,
574,9.6636,-0.6435,0.0046,2000,1.0000,0.6101,
575,9.6805,-0.5482,0.0051,1998,1.0000,0.6103,
576,9.6973,-0.4527,0.0059,1997,0.9995,0.6102,
577,9.7141,-0.3500,0.0070,1999,0.9995,0.6097,
578,9.7310,-0.2465,0.0097,2000,1.0000,0.6088,
579,9.7478,-0.1544,0.0103,1999,0.9995,0.6098,
580,9.7647,-0.1492,0.0106,1998,1.0000,0.6102,
581,9.7815,-0.1376,0.0106,1998,0.9990,0.6087,
582,9.7983,-0.1373,0.0107,1998,1.0000,0.6087,
583,9.8152,-0.1376,0.0108,1994,0.9995,0.6091,
584,9.8320,-0.1450,0.0104,1999,1.0000,0.6103,
585,9.8488,-0.1471,0.0103,2000,1.0000,0.6098,
586,9.8657,-0.1503,0.0103,1994,1.0000,0.6101,
587,9.8825,-0.1503,0.0103,1998,1.0000,0.6101,
588,9.8993,-0.1502,0.0103,1999,1.0000,0.6102,
589,9.9162,-0.1502,0.0103,1999,1.0000,0.6091,
590,9.9330,-0.1675,0.0103,1999,1.0000,0.6105,
591,9.9498,-0.2136,0.0098,1999,1.0000,0.6104,
592,9.9667,-0.2552,0.0098,2000,1.0000,0.6087,
593,9.9835,-0.2577,0.0097,1998,1.0000,0.6100,
594,10.0004,-0.2590,0.0094,2000,1.0000,0.6098,
595,10.0172,-0.2598,0.0093,1997,1.0000,0.6105,
596,10.0340,-0.3089,0.0088,2000,1.0000,0.6096,
597,10.0509,-0.3553,0.0076,2000,1.0000,0.6103,
598,10.0677,-0.3595,0.0068,2000,1.0000,0.6101,
599,10.0845,-0.3158,0.0070,2000,1.0000,0.6102,
600,10.1014,-0.2362,0.0092,1991,0.9975,0.6099,
601,10.1182,-0.1569,0.0096,2000,1.0000,0.6110,
602,10.1350,-0.0696,0.0103,2000,1.0000,0.6103,
603,10.1519,-0.0270,0.0106,1999,1.0000,0.6103,
604,10.1687,0.0186,0.0107,2000,1.0000,0.6090,
605,10.1855,0.0649,0.0111,1999,0.9995,0.6098,
606,10.2024,0.1125,0.0116,2000,1.0000,0.6102,
607,10.2192,0.1531,0.0118,2000,1.0000,0.6100,
608,10.2361,0.1552,0.0120,2000,1.0000,0.6100,
609,10.2529,0.1462,0.0118,2000,1.0000,0.6086,
610,10.2697,0.1010,0.0113,2000,1.0000,0.6103,
611,10.2866,0.0512,0.0067,1998,1.0000,0.6101,
612,10.3034,0.0059,0.0053,2000,1.0000,0.6103,
613,10.3202,0.0056,0.0052,1997,1.0000,0.6100,
614,10.3371,0.0134,0.0043,2000,1.0000,0.6099,
615,10.3539,0.0520,0.0006,2000,1.0000,0.6096,
616,10.3707,0.0948,-0.0010,2000,1.0000,0.6101,
617,10.3876,0.0963,-0.0020,2000,1.0000,0.6099,
618,10.4044,0.0956,-0.0021,1998,1.0000,0.6093,
619,10.4212,0.0927,-0.0045,1999,0.9995,0.6101,
620,10.4381,0.1255,-0.0129,2000,1.0000,0.6118,
621,10.4549,0.1658,-0.0141,2000,1.0000,0.6108,
622,10.4717,0.1989,-0.0159,2000,1.0000,0.6106,
623,10.4886,0.1989,-0.0172,1998,0.9995,0.6105,
624,10.5054,0.1040,-0.1571,1988,0.9950,0.6112,
625,10.5223,-0.0808,-0.6415,1986,0.9965,0.6130,
626,10.5391,-0.2726,-0.9887,1991,0.9985,0.6138,
627,10.5559,-0.3727,-1.0395,1997,0.9985,0.6154,
628,10.5728,-0.4648,-1.1865,1998,0.9990,0.6164,
629,10.5896,-0.5387,-1.3816,1989,0.9985,0.6171,
630,10.6064,-0.5812,-1.5303,1970,0.9890,0.6173,
631,10.6233,-0.6277,-1.6275,2000,1.0000,0.6176,
632,10.6401,-0.6288,-1.7242,2000,1.0000,0.6184,
633,10.6569,-0.6299,-1.8221,2000,1.0000,0.6190,
634,10.6738,-0.6335,-1.9196,2000,1.0000,0.6187,
635,10.6906,-0.6424,-2.0635,2000,1.0000,0.6175,
636,10.7074,-0.6895,-2.2569,1999,0.9995,0.6197,
637,10.7243,-0.7361,-2.4520,1997,0.9985,0.6214,
638,10.7411,-0.7828,-2.5988,1999,1.0000,0.6218,
639,10.7580,-0.7807,-2.7388,1998,0.9990,0.6227,
640,10.7748,-0.7775,-2.8840,1998,0.9990,0.6227,
641,10.7916,-0.8081,-3.0314,1999,0.9995,0.6237,
642,10.8085,-0.8553,-3.1729,2000,1.0000,0.6246,
643,10.8253,-0.9447,-3.3310,1997,0.9990,0.6255,
644,10.8421,-0.9945,-3.5048,1997,0.9995,0.6261,
645,10.8590,-0.9933,-3.6425,1998,0.9990,0.6265,
646,10.8758,-0.9666,-3.7395,1991,0.9990,0.6267,
647,10.8926,-0.9487,-3.8369,2000,1.0000,0.6277,
648,10.9095,-0.9430,-3.9632,1997,0.9990,0.6281,
649,10.9263,-0.9344,-4.0762,1999,0.9995,0.6285,
650,10.9431,-0.8937,-4.1816,1999,0.9995,0.6289,
651,10.9600,-0.8429,-4.2795,1998,0.9995,0.6294,
652,10.9768,-0.7911,-4.3722,2000,1.0000,0.6295,
653,10.9937,-0.7381,-4.4651,1997,0.9995,0.6300,
654,11.0105,-0.6883,-4.5570,1999,0.9995,0.6305,
655,11.0273,-0.6718,-4.6518,2000,1.0000,0.6307,
656,11.0442,-0.6675,-4.7501,1999,1.0000,0.6313,
657,11.0610,-0.6650,-4.8552,1999,0.9995,0.6319,
658,11.0778,-0.6188,-4.9598,1998,1.0000,0.6319,
659,11.0947,-0.5719,-5.0829,1991,0.9990,0.6325,
660,11.1115,-0.5368,-5.2204,1978,0.9930,0.6331,
661,11.1283,-0.5262,-5.3677,2000,1.0000,0.6339,
662,11.1452,-0.5247,-5.5519,2000,1.0000,0.6350,
663,11.1620,-0.5703,-5.7529,1999,0.9995,0.6349,
664,11.1788,-0.6190,-5.9393,1999,0.9995,0.6368,
665,11.1957,-0.6640,-6.1039,2000,1.0000,0.6368,
666,11.2125,-0.6619,-6.2973,2000,1.0000,0.6379,
667,11.2294,-0.6146,-6.4896,1997,1.0000,0.6387,
668,11.2462,-0.5665,-6.6828,1999,1.0000,0.6397,
669,11.2630,-0.5556,-6.8735,2000,1.0000,0.6400,
670,11.2799,-0.5392,-7.0655,2000,1.0000,0.6408,
671,11.2967,-0.4950,-7.3113,2000,1.0000,0.6424,
672,11.3135,-0.4760,-7.6000,2000,1.0000,0.6435,
673,11.3304,-0.5201,-7.8754,1997,0.9995,0.6445,
674,11.3472,-0.5657,-8.1184,1999,0.9995,0.6449,
675,11.3640,-0.5635,-8.4092,1998,0.9990,0.6466,
676,11.3809,-0.5106,-8.7782,1999,0.9995,0.6481,
677,11.3977,-0.4546,-9.2264,1999,0.9995,0.6511,
678,11.4145,-0.3989,-9.7237,1999,0.9995,0.6526,
679,11.4314,-0.3446,-10.2480,1999,0.9995,0.6548,
680,11.4482,-0.3239,-10.7609,1994,0.9990,0.6573,
681,11.4650,-0.3145,-11.2818,1995,0.9975,0.6596,
682,11.4819,-0.3406,-11.8609,1997,0.9995,0.6615,
683,11.4987,-0.3787,-12.4841,1998,0.9990,0.6642,
684,11.5156,-0.4137,-13.0655,1996,0.9985,0.6666,
685,11.5324,-0.4191,-13.6042,1992,0.9965,0.6700,
686,11.5492,-0.4124,-14.1805,1995,0.9980,0.6722,
687,11.5661,-0.4049,-14.7711,1998,0.9990,0.6743,
688,11.5829,-0.4072,-15.3925,1998,0.9995,0.6764,
689,11.5997,-0.4414,-16.0171,1995,0.9980,0.6784,
690,11.6166,-0.4689,-16.6270,1970,0.9875,0.6824,
691,11.6334,-0.4545,-17.2544,1999,0.9995,0.6853,
692,11.6502,-0.3959,-17.8835,1999,1.0000,0.6874,
693,11.6671,-0.3353,-18.5142,2000,1.0000,0.6905,
694,11.6839,-0.3215,-19.1361,2000,1.0000,0.6935,
695,11.7007,-0.3537,-19.6716,1999,0.9995,0.6955,
696,11.7176,-0.3901,-20.1919,1998,0.9990,0.6979,
697,11.7344,-0.3800,-20.7322,1998,1.0000,0.6997,
698,11.7513,-0.3693,-21.2735,1995,0.9990,0.7027,
699,11.7681,-0.3571,-21.8439,1995,0.9995,0.7052,
700,11.7849,-0.3901,-22.3672,1998,0.9995,0.7062,
701,11.8018,-0.4279,-22.8577,1998,0.9990,0.7112,
702,11.8186,-0.4668,-23.3843,1999,0.9995,0.7117,
703,11.8354,-0.5046,-23.9027,1991,0.9975,0.7144,
704,11.8523,-0.5113,-24.4286,1999,0.9995,0.7162,
705,11.8691,-0.4993,-24.9981,1988,0.9995,0.7190,
706,11.8859,-0.4870,-25.5786,1992,0.9995,0.7210,
707,11.9028,-0.5125,-26.1776,1997,0.9985,0.7227,
708,11.9196,-0.5398,-26.8005,1997,0.9990,0.7262,
709,11.9364,-0.5252,-27.4744,1999,0.9995,0.7292,
710,11.9533,-0.5098,-28.1854,1999,0.9995,0.7326,
711,11.9701,-0.5007,-28.8672,1999,1.0000,0.7357,
712,11.9870,-0.5318,-29.5924,1998,0.9990,0.7382,
713,12.0038,-0.5257,-30.4118,1991,0.9960,0.7417,
714,12.0206,-0.4926,-31.3310,1985,0.9960,0.7456,
715,12.0375,-0.4263,-32.2958,1991,0.9995,0.7494,
716,12.0543,-0.3108,-33.3564,1976,0.9905,0.7545,
717,12.0711,-0.2411,-34.4479,1992,0.9980,0.7582,
718,12.0880,-0.2532,-35.5111,1990,0.9955,0.7642,
719,12.1048,-0.2786,-36.5780,1988,0.9950,0.7689,
720,12.1216,-0.3272,-37.5935,1928,0.9670,0.7724,
721,12.1385,-0.3526,-38.5843,1997,1.0000,0.7772,
722,12.1553,-0.3799,-39.4972,2000,1.0000,0.7812,
723,12.1721,-0.4323,-40.3244,1990,0.9970,0.7847,
724,12.1890,-0.4844,-41.1521,1983,0.9965,0.7888,
725,12.2058,-0.5559,-41.9758,1998,0.9995,0.7927,
726,12.2227,-0.6305,-42.7952,1999,0.9995,0.7957,
727,12.2395,-0.6333,-43.6142,1987,0.9975,0.7982,
728,12.2563,-0.5820,-44.5313,1981,0.9945,0.8031,
729,12.2732,-0.5075,-45.4512,1990,0.9960,0.8074,
730,12.2900,-0.4364,-46.3714,1994,0.9970,0.8112,
731,12.3068,-0.3665,-47.2872,1998,1.0000,0.8156,
732,12.3237,-0.3435,-48.2523,1987,0.9980,0.8192,
733,12.3405,-0.3633,-49.3099,1989,0.9945,0.8239,
734,12.3573,-0.3858,-50.3802,1992,0.9970,0.8280,
735,12.3742,-0.4504,-51.4881,1996,0.9980,0.8329,
736,12.3910,-0.5027,-52.6120,1987,0.9950,0.8386,
737,12.4078,-0.5526,-53.7386,1987,0.9960,0.8444,
738,12.4247,-0.5317,-54.8959,1990,0.9955,0.8470,
739,12.4415,-0.5019,-56.0883,1993,0.9985,0.8531,
740,12.4584,-0.4711,-57.2821,1984,0.9935,0.8581,
741,12.4752,-0.3986,-58.5464,1981,0.9915,0.8630,
742,12.4920,-0.3645,-59.8543,1989,0.9965,0.8680,
743,12.5089,-0.3361,-61.1205,1981,0.9940,0.8764,
744,12.5257,-0.3082,-62.3932,1976,0.9925,0.8818,
745,12.5425,-0.2784,-63.7621,1967,0.9920,0.8865,
746,12.5594,-0.2633,-65.0951,1973,0.9975,0.8866,
747,12.5762,-0.2540,-66.3407,1957,0.9939,0.8963,
748,12.5930,-0.2647,-67.6508,1986,0.9935,0.8963,
749,12.6099,-0.2815,-69.0805,1954,0.9890,0.9025,
750,12.6267,-0.3221,-70.5356,1868,0.9288,0.9042,
751,12.6435,-0.3786,-71.9762,1965,0.9954,0.8968,
752,12.6604,-0.4361,-73.4317,1965,0.9940,0.9093,
753,12.6772,-0.4675,-74.8935,1962,0.9935,0.9056,
754,12.6940,-0.4776,-76.4337,1973,0.9895,0.9095,
755,12.7109,-0.4871,-78.0665,1975,0.9920,0.9058,
756,12.7277,-0.4939,-79.7020,1978,0.9965,0.9070,
757,12.7446,-0.5033,-81.3312,1977,0.9935,0.9056,
758,12.7614,-0.5565,-82.9516,1940,0.9889,0.9071,
759,12.7782,-0.5687,-84.5495,1955,0.9924,0.9064,
760,12.7951,-0.5740,-86.1518,1961,0.9929,0.9018,
761,12.8119,-0.5797,-87.7726,1955,0.9909,0.9038,
762,12.8287,-0.5904,-89.2730,1973,0.9930,0.9007,
763,12.8456,-0.6053,-90.7081,1970,0.9940,0.8983,
764,12.8624,-0.6161,-92.1080,1963,0.9869,0.8934,
765,12.8792,-0.6381,-93.5392,1961,0.9890,0.8915,
766,12.8961,-0.6872,-95.0188,1966,0.9945,0.8832,
767,12.9129,-0.7352,-96.5265,1972,0.9900,0.8764,
768,12.9297,-0.7422,-98.0905,1970,0.9905,0.8711,
769,12.9466,-0.7055,-99.7465,1981,0.9935,0.8629,
770,12.9634,-0.6201,-101.4739,1950,0.9854,0.8557,
771,12.9803,-0.5265,-103.2144,1973,0.9905,0.8496,
772,12.9971,-0.4325,-104.9647,1978,0.9930,0.8423,
773,13.0139,-0.3324,-106.7311,1978,0.9925,0.8336,
774,13.0308,-0.2503,-108.4665,1956,0.9895,0.8267,
775,13.0476,-0.1795,-110.2266,1957,0.9835,0.8132,
776,13.0644,-0.1255,-112.1596,1893,0.9899,0.8114,
777,13.0813,-0.1060,-114.2021,1956,0.9844,0.7978,
778,13.0981,-0.1050,-116.2769,1961,0.9859,0.7910,
779,13.1149,-0.1026,-118.3613,1932,0.9772,0.7812,
780,13.1318,-0.1198,-120.3475,1850,0.9009,0.7714,
781,13.1486,-0.1540,-122.1690,1956,0.9859,0.7628,
782,13.1654,-0.2310,-123.8324,1926,0.9809,0.7528,
783,13.1823,-0.3299,-125.5014,1946,0.9779,0.7512,
784,13.1991,-0.4328,-127.0783,1934,0.9768,0.7419,
785,13.2160,-0.5552,-128.4028,1945,0.9703,0.7376,
786,13.2328,-0.7149,-129.5706,1961,0.9803,0.7353,
787,13.2496,-0.8339,-130.6342,1951,0.9773,0.7303,
788,13.2665,-0.9058,-131.6918,1965,0.9890,0.7231,
789,13.2833,-0.9840,-132.6402,1968,0.9849,0.7176,
790,13.3001,-1.0779,-133.5145,1975,0.9854,0.7153,
791,13.3170,-1.1498,-134.3949,1953,0.9854,0.7140,
792,13.3338,-1.1756,-135.3678,1966,0.9890,0.7061,
793,13.3506,-1.1519,-136.3729,1967,0.9905,0.7059,
794,13.3675,-1.1228,-137.4763,1976,0.9940,0.7015,
795,13.3843,-1.0842,-138.6267,1954,0.9849,0.6945,
796,13.4011,-1.0462,-139.7886,1980,0.9935,0.6926,
797,13.4180,-0.9968,-140.9361,1967,0.9930,0.6821,
798,13.4348,-0.9491,-142.0470,1966,0.9930,0.6788,
799,13.4517,-0.9201,-143.1310,1972,0.9930,0.6757,
800,13.4685,-0.9373,-144.2370,1948,0.9824,0.6728,
801,13.4853,-1.0034,-145.3077,1960,0.9929,0.6672,
802,13.5022,-1.0740,-146.3707,1961,0.9939,0.6533,
803,13.5190,-1.1463,-147.4394,1958,0.9869,0.6565,
804,13.5358,-1.2247,-148.5064,1973,0.9910,0.6513,
805,13.5527,-1.2933,-149.6219,1969,0.9895,0.6472,
806,13.5695,-1.3566,-150.8423,1958,0.9869,0.6428,
807,13.5863,-1.3639,-152.0514,1958,0.9879,0.6340,
808,13.6032,-1.3289,-153.4022,1931,0.9874,0.6302,
809,13.6200,-1.2466,-154.8929,1953,0.9804,0.6218,
810,13.6368,-1.1400,-156.4390,1889,0.9357,0.6163,
811,13.6537,-1.0521,-158.0239,1978,0.9935,0.6094,
812,13.6705,-1.0191,-159.6548,1964,0.9880,0.5978,
813,13.6874,-1.0260,-161.3582,1966,0.9894,0.5930,
814,13.7042,-1.0286,-163.1851,1950,0.9844,0.5885,
815,13.7210,-1.0146,-165.0988,1948,0.9880,0.5785,
816,13.7379,-0.9759,-167.0363,1949,0.9884,0.5700,
817,13.7547,-0.9352,-168.9663,1929,0.9919,0.5585,
818,13.7715,-0.9176,-170.8352,1961,0.9894,0.5528,
819,13.7884,-0.9435,-172.5746,1937,0.9783,0.5462,
820,13.8052,-1.0000,-174.1788,1936,0.9743,0.5369,
821,13.8220,-1.1057,-175.5766,1956,0.9849,0.5330,
822,13.8389,-1.2185,-176.8315,1941,0.9729,0.5209,
823,13.8557,-1.3110,-177.9332,1938,0.9820,0.5225,
824,13.8725,-1.4213,-178.9266,1964,0.9835,0.5190,
825,13.8894,-1.5212,-179.8330,1926,0.9834,0.5153,
826,13.9062,-1.5975,-180.7103,1952,0.9909,0.5094,
827,13.9230,-1.6695,-181.6534,1971,0.9894,0.5068,
828,13.9399,-1.7055,-182.6438,1945,0.9828,0.5029,
829,13.9567,-1.6993,-183.5559,1955,0.9800,0.4973,
830,13.9736,-1.6783,-184.3695,1968,0.9885,0.4946,
831,13.9904,-1.6567,-185.1421,1973,0.9980,0.4916,
832,14.0072,-1.6374,-185.8817,1979,0.9955,0.4880,
833,14.0241,-1.6629,-186.5975,1988,0.9980,0.4842,
834,14.0409,-1.6897,-187.3213,1985,0.9935,0.4816,
835,14.0577,-1.7412,-188.0007,1975,0.9940,0.4790,
836,14.0746,-1.7900,-188.6759,1960,0.9920,0.4764,
837,14.0914,-1.8204,-189.3522,1971,0.9925,0.4703,
838,14.1082,-1.8490,-190.0113,1983,0.9950,0.4695,
839,14.1251,-1.8758,-190.6499,1973,0.9915,0.4674,
840,14.1419,-1.8927,-191.3091,1934,0.9694,0.4644,
841,14.1587,-1.9161,-191.9844,1984,0.9960,0.4608,
842,14.1756,-1.9022,-192.6615,1986,0.9950,0.4567,
843,14.1924,-1.8859,-193.3929,1990,0.9985,0.4548,
844,14.2093,-1.8799,-194.1327,1979,0.9945,0.4482,
845,14.2261,-1.8611,-194.9047,1989,0.9980,0.4464,
846,14.2429,-1.8446,-195.6876,1972,0.9950,0.4433,
847,14.2598,-1.8746,-196.5090,1980,0.9925,0.4376,
848,14.2766,-1.9030,-197.3191,1993,0.9980,0.4367,
849,14.2934,-1.8964,-198.0938,1968,0.9950,0.4344,
850,14.3103,-1.8825,-198.8291,1982,0.9955,0.4314,
851,14.3271,-1.8664,-199.4523,1981,0.9945,0.4283,
852,14.3439,-1.8506,-200.0300,1975,0.9965,0.4259,
853,14.3608,-1.8845,-200.5125,1988,0.9970,0.4240,
854,14.3776,-1.8960,-200.9408,1992,0.9985,0.4221,
855,14.3944,-1.8871,-201.3319,1978,0.9985,0.4199,
