frame,t_s,ref_X_mm,ref_Y_mm,est_X_mm,est_Y_mm,err_X_mm,err_Y_mm,err_norm_mm,est_oracle_X_mm,est_oracle_Y_mm,err_oracle_mm,tracked_points,inlier_ratio,roi_visible,ref_corners,ref_rms_px,mm_per_px,xcheck_mm,flags
739,12.4415,-1.4662,-55.2380,-1.5806,-56.1874,-0.1144,-0.9494,0.9563,-0.5019,-56.0883,1.2856,1993,0.9985,0.8531,188,0.7029,0.194200,,
740,12.4584,-1.3353,-56.4823,-1.5787,-57.3880,-0.2434,-0.9057,0.9378,-0.4711,-57.2821,1.1775,1984,0.9935,0.8581,188,0.7389,0.194152,,
741,12.4752,-1.2729,-57.6543,-1.5388,-58.6588,-0.2659,-1.0045,1.0391,-0.3986,-58.5464,1.2491,1981,0.9915,0.8630,185,0.7123,0.193982,,
742,12.4920,-1.1196,-59.1261,-1.5371,-59.9768,-0.4175,-0.8507,0.9476,-0.3645,-59.8543,1.0490,1989,0.9965,0.8680,183,0.7740,0.194160,,
743,12.5089,-1.4631,-60.2860,-1.5387,-61.2465,-0.0756,-0.9605,0.9635,-0.3361,-61.1205,1.4023,1981,0.9940,0.8764,181,0.7560,0.194425,,
744,12.5257,-1.4790,-61.7021,-1.5440,-62.5207,-0.0650,-0.8186,0.8212,-0.3082,-62.3932,1.3596,1976,0.9925,0.8818,164,0.6520,0.193975,,
745,12.5425,-1.2365,-62.9309,-1.5467,-63.8977,-0.3102,-0.9668,1.0153,-0.2784,-63.7621,1.2684,1967,0.9920,0.8865,174,0.7894,0.194221,,
746,12.5594,-0.8362,-64.3724,-1.5623,-65.2446,-0.7261,-0.8722,1.1349,-0.2633,-65.0951,0.9222,1973,0.9975,0.8866,161,0.7889,0.193982,,
747,12.5762,-1.6177,-65.5252,-1.5853,-66.4918,0.0324,-0.9666,0.9671,-0.2540,-66.3407,1.5889,1957,0.9939,0.8963,169,0.7244,0.194227,,
748,12.5930,-1.2515,-66.8111,-1.6297,-67.8076,-0.3782,-0.9965,1.0659,-0.2647,-67.6508,1.2957,1986,0.9935,0.8963,177,0.7562,0.194190,,
749,12.6099,-1.5488,-68.2738,-1.6832,-69.2383,-0.1344,-0.9645,0.9738,-0.2815,-69.0805,1.5023,1954,0.9890,0.9025,174,0.6993,0.194308,,
750,12.6267,-1.4844,-69.5821,-1.7606,-70.6962,-0.2762,-1.1141,1.1478,-0.3221,-70.5356,1.5034,1868,0.9288,0.9042,180,0.7076,0.194259,,
751,12.6435,-0.5829,-71.3425,-1.8558,-72.1530,-1.2729,-0.8105,1.5090,-0.3786,-71.9762,0.6658,1965,0.9954,0.8968,169,0.8042,0.193702,,
752,12.6604,-1.6775,-72.6753,-1.9499,-73.6082,-0.2724,-0.9329,0.9719,-0.4361,-73.4317,1.4537,1965,0.9940,0.9093,169,0.6726,0.194349,,
753,12.6772,-1.4556,-73.9342,-2.0187,-75.0756,-0.5631,-1.1414,1.2727,-0.4675,-74.8935,1.3772,1962,0.9935,0.9056,177,0.7179,0.194278,,
754,12.6940,-1.7652,-75.6419,-2.0686,-76.6166,-0.3034,-0.9747,1.0208,-0.4776,-76.4337,1.5116,1973,0.9895,0.9095,174,0.6835,0.194287,,
755,12.7109,-1.5042,-77.2155,-2.1177,-78.2562,-0.6135,-1.0407,1.2081,-0.4871,-78.0665,1.3262,1975,0.9920,0.9058,166,0.7954,0.194152,,
756,12.7277,-1.5878,-78.8316,-2.1673,-79.8964,-0.5795,-1.0648,1.2123,-0.4939,-79.7020,1.3979,1978,0.9965,0.9070,174,0.7255,0.194190,,
757,12.7446,-1.5138,-80.3615,-2.2189,-81.5324,-0.7051,-1.1709,1.3668,-0.5033,-81.3312,1.4005,1977,0.9935,0.9056,172,0.7789,0.194020,,
758,12.7614,-1.7244,-82.0910,-2.3123,-83.1557,-0.5879,-1.0647,1.2162,-0.5565,-82.9516,1.4507,1940,0.9889,0.9071,166,0.7929,0.194378,,
759,12.7782,-1.5984,-83.5895,-2.3671,-84.7591,-0.7687,-1.1696,1.3996,-0.5687,-84.5495,1.4078,1955,0.9924,0.9064,168,0.7816,0.193892,,
760,12.7951,-1.7765,-85.1247,-2.4153,-86.3737,-0.6388,-1.2490,1.4029,-0.5740,-86.1518,1.5814,1961,0.9929,0.9018,166,0.8165,0.194613,,
761,12.8119,-1.7688,-86.9155,-2.4641,-87.9986,-0.6953,-1.0831,1.2871,-0.5797,-87.7726,1.4658,1955,0.9909,0.9038,162,0.7521,0.193947,,
762,12.8287,-1.9734,-88.3672,-2.5112,-89.5004,-0.5378,-1.1332,1.2543,-0.5904,-89.2730,1.6532,1973,0.9930,0.9007,160,0.7314,0.194360,,
763,12.8456,-2.0174,-89.7553,-2.5617,-90.9357,-0.5443,-1.1804,1.2998,-0.6053,-90.7081,1.7035,1970,0.9940,0.8983,165,0.7393,0.194344,,
764,12.8624,-1.7857,-91.0899,-2.6084,-92.3412,-0.8227,-1.2513,1.4975,-0.6161,-92.1080,1.5506,1963,0.9869,0.8934,173,0.7865,0.194273,,
765,12.8792,-1.8929,-92.6368,-2.6680,-93.7733,-0.7751,-1.1365,1.3756,-0.6381,-93.5392,1.5456,1961,0.9890,0.8915,158,0.6905,0.194147,,
766,12.8961,-1.8015,-93.8799,-2.7534,-95.2596,-0.9519,-1.3797,1.6762,-0.6872,-95.0188,1.5933,1966,0.9945,0.8832,170,0.8013,0.194220,,
767,12.9129,-1.5503,-95.4440,-2.8386,-96.7727,-1.2883,-1.3287,1.8507,-0.7352,-96.5265,1.3551,1972,0.9900,0.8764,151,0.7337,0.193843,,
768,12.9297,-1.8690,-97.1998,-2.8877,-98.3398,-1.0187,-1.1400,1.5288,-0.7422,-98.0905,1.4363,1970,0.9905,0.8711,158,0.7304,0.194022,,
769,12.9466,-1.8858,-98.4285,-2.8903,-100.0077,-1.0045,-1.5792,1.8716,-0.7055,-99.7465,1.7692,1981,0.9935,0.8629,165,0.8740,0.194209,,
770,12.9634,-1.6481,-100.5328,-2.8511,-101.7448,-1.2030,-1.2120,1.7077,-0.6201,-101.4739,1.3937,1950,0.9854,0.8557,156,0.8171,0.193998,,
771,12.9803,-1.7722,-102.1869,-2.8038,-103.4923,-1.0316,-1.3054,1.6638,-0.5265,-103.2144,1.6148,1973,0.9905,0.8496,157,0.8121,0.194056,,
772,12.9971,-1.9057,-103.8510,-2.7545,-105.2501,-0.8488,-1.3991,1.6364,-0.4325,-104.9647,1.8468,1978,0.9930,0.8423,156,0.8118,0.194250,,
773,13.0139,-1.5612,-105.8831,-2.7028,-107.0225,-1.1416,-1.1394,1.6129,-0.3324,-106.7311,1.4930,1978,0.9925,0.8336,148,0.7619,0.194086,,
774,13.0308,-1.5603,-107.4685,-2.6665,-108.7668,-1.1062,-1.2983,1.7057,-0.2503,-108.4665,1.6468,1956,0.9895,0.8267,155,0.8204,0.194035,,
775,13.0476,-0.7285,-109.2824,-2.6408,-110.5455,-1.9123,-1.2631,2.2918,-0.1795,-110.2266,1.0922,1957,0.9835,0.8132,145,0.8586,0.193720,,
776,13.0644,-1.8355,-111.4565,-2.6393,-112.4810,-0.8038,-1.0245,1.3022,-0.1255,-112.1596,1.8489,1893,0.9899,0.8114,136,0.9027,0.194262,,
777,13.0813,-0.6697,-112.7942,-2.6678,-114.5401,-1.9981,-1.7459,2.6534,-0.1060,-114.2021,1.5166,1956,0.9844,0.7978,127,0.8583,0.193620,,
778,13.0981,-1.4928,-114.9080,-2.7172,-116.6288,-1.2244,-1.7208,2.1119,-0.1050,-116.2769,1.9493,1961,0.9859,0.7910,142,0.9322,0.194385,,
779,13.1149,-1.5941,-117.9166,-2.7712,-118.7128,-1.1771,-0.7962,1.4211,-0.1026,-118.3613,1.5564,1932,0.9772,0.7812,119,0.8466,0.194397,,
780,13.1318,-1.4854,-119.4693,-2.8342,-120.7031,-1.3488,-1.2338,1.8280,-0.1198,-120.3475,1.6236,1850,0.9009,0.7714,138,0.7922,0.194361,,
781,13.1486,-1.4288,-121.3027,-2.9171,-122.5406,-1.4883,-1.2379,1.9358,-0.1540,-122.1690,1.5413,1956,0.9859,0.7628,149,0.8732,0.194804,,
782,13.1654,-1.1439,-123.1345,-3.0363,-124.2177,-1.8924,-1.0832,2.1805,-0.2310,-123.8324,1.1491,1926,0.9809,0.7528,149,0.8943,0.194343,,
783,13.1823,-1.8186,-124.2641,-3.1724,-125.8881,-1.3538,-1.6240,2.1143,-0.3299,-125.5014,1.9358,1946,0.9779,0.7512,160,0.8642,0.194647,,
784,13.1991,-1.5540,-126.0739,-3.3129,-127.4714,-1.7589,-1.3975,2.2465,-0.4328,-127.0783,1.5053,1934,0.9768,0.7419,157,0.8410,0.194728,,
785,13.2160,-1.5862,-127.2236,-3.4674,-128.7988,-1.8812,-1.5752,2.4536,-0.5552,-128.4028,1.5664,1945,0.9703,0.7376,171,0.8348,0.194402,,
786,13.2328,-2.2365,-128.7326,-3.6549,-129.9601,-1.4184,-1.2275,1.8758,-0.7149,-129.5706,1.7371,1961,0.9803,0.7353,165,0.7661,0.194691,,
787,13.2496,-2.1900,-129.6094,-3.7997,-131.0210,-1.6097,-1.4116,2.1410,-0.8339,-130.6342,1.6998,1951,0.9773,0.7303,172,0.7432,0.194636,,
788,13.2665,-2.0343,-130.6174,-3.8972,-132.0820,-1.8629,-1.4646,2.3697,-0.9058,-131.6918,1.5582,1965,0.9890,0.7231,157,0.7270,0.194794,,
789,13.2833,-1.9343,-131.7403,-3.9977,-133.0331,-2.0634,-1.2928,2.4349,-0.9840,-132.6402,1.3088,1968,0.9849,0.7176,150,0.7024,0.194523,,
790,13.3001,-1.9792,-132.2996,-4.1122,-133.9079,-2.1330,-1.6083,2.6714,-1.0779,-133.5145,1.5127,1975,0.9854,0.7153,171,0.8447,0.194456,,
791,13.3170,-2.3017,-133.5929,-4.2071,-134.7881,-1.9054,-1.1952,2.2492,-1.1498,-134.3949,1.4036,1953,0.9854,0.7140,139,0.5765,0.195139,,
792,13.3338,-2.1523,-134.5370,-4.2554,-135.7651,-2.1031,-1.2281,2.4354,-1.1756,-135.3678,1.2823,1966,0.9890,0.7061,139,0.6893,0.194888,,
793,13.3506,-2.7663,-135.7036,-4.2566,-136.7657,-1.4903,-1.0621,1.8300,-1.1519,-136.3729,1.7476,1967,0.9905,0.7059,154,0.6987,0.194888,,
794,13.3675,-2.6047,-136.7431,-4.2555,-137.8652,-1.6508,-1.1221,1.9961,-1.1228,-137.4763,1.6534,1976,0.9940,0.7015,155,0.7083,0.194782,,
795,13.3843,-2.1386,-137.7810,-4.2480,-139.0215,-2.1094,-1.2405,2.4471,-1.0842,-138.6267,1.3517,1954,0.9849,0.6945,142,0.6138,0.195272,,
796,13.4011,-2.4984,-139.0904,-4.2408,-140.1799,-1.7424,-1.0895,2.0550,-1.0462,-139.7886,1.6113,1980,0.9935,0.6926,145,0.7009,0.194723,,
797,13.4180,-1.9598,-140.0269,-4.2177,-141.3300,-2.2579,-1.3031,2.6069,-0.9968,-140.9361,1.3244,1967,0.9930,0.6821,166,0.7973,0.194514,,
798,13.4348,-1.7946,-141.0370,-4.1982,-142.4455,-2.4036,-1.4085,2.7859,-0.9491,-142.0470,1.3172,1966,0.9930,0.6788,161,0.7391,0.194666,,
799,13.4517,-2.1796,-142.1950,-4.1969,-143.5308,-2.0173,-1.3358,2.4195,-0.9201,-143.1310,1.5692,1972,0.9930,0.6757,150,0.6434,0.195084,,
800,13.4685,-2.3645,-143.4130,-4.2426,-144.6328,-1.8781,-1.2198,2.2395,-0.9373,-144.2370,1.6480,1948,0.9824,0.6728,153,0.7201,0.194953,,
801,13.4853,-2.3561,-144.4668,-4.3358,-145.6992,-1.9797,-1.2324,2.3320,-1.0034,-145.3077,1.5928,1960,0.9929,0.6672,159,0.7266,0.195001,,
802,13.5022,-1.5504,-145.4993,-4.4298,-146.7690,-2.8794,-1.2697,3.1469,-1.0740,-146.3707,0.9931,1961,0.9939,0.6533,137,0.7242,0.194292,,
803,13.5190,-2.3253,-146.5263,-4.5291,-147.8366,-2.2038,-1.3103,2.5639,-1.1463,-147.4394,1.4912,1958,0.9869,0.6565,150,0.6071,0.195074,,
804,13.5358,-2.3592,-147.6164,-4.6345,-148.9027,-2.2753,-1.2863,2.6137,-1.2247,-148.5064,1.4419,1973,0.9910,0.6513,151,0.6300,0.195038,,
805,13.5527,-2.5798,-148.6982,-4.7312,-150.0163,-2.1514,-1.3181,2.5231,-1.2933,-149.6219,1.5838,1969,0.9895,0.6472,155,0.6626,0.194995,,
806,13.5695,-2.7947,-149.9899,-4.8259,-151.2337,-2.0312,-1.2438,2.3818,-1.3566,-150.8423,1.6717,1958,0.9869,0.6428,152,0.6486,0.195143,,
807,13.5863,-2.5764,-150.9679,-4.8600,-152.4432,-2.2836,-1.4753,2.7187,-1.3639,-152.0514,1.6261,1958,0.9879,0.6340,159,0.7901,0.194655,,
808,13.6032,-2.5994,-152.5816,-4.8595,-153.7966,-2.2601,-1.2150,2.5660,-1.3289,-153.4022,1.5125,1931,0.9874,0.6302,138,0.5992,0.195079,,
809,13.6200,-2.2405,-153.9969,-4.8141,-155.2948,-2.5736,-1.2979,2.8824,-1.2466,-154.8929,1.3382,1953,0.9804,0.6218,144,0.6719,0.194827,,
810,13.6368,-2.2069,-155.6509,-4.7492,-156.8496,-2.5423,-1.1987,2.8107,-1.1400,-156.4390,1.3264,1889,0.9357,0.6163,137,0.5940,0.195045,,
811,13.6537,-2.2302,-157.1331,-4.7035,-158.4408,-2.4733,-1.3077,2.7977,-1.0521,-158.0239,1.4770,1978,0.9935,0.6094,143,0.6758,0.194939,,
812,13.6705,-1.8044,-158.8230,-4.7099,-160.0818,-2.9055,-1.2588,3.1665,-1.0191,-159.6548,1.1439,1964,0.9880,0.5978,145,0.7896,0.194351,,
813,13.6874,-2.3351,-160.5649,-4.7560,-161.7851,-2.4209,-1.2202,2.7110,-1.0260,-161.3582,1.5307,1966,0.9894,0.5930,142,0.7474,0.194766,,
814,13.7042,-2.8093,-162.5485,-4.8061,-163.6086,-1.9968,-1.0601,2.2608,-1.0286,-163.1851,1.8911,1950,0.9844,0.5885,135,0.7090,0.195383,,
815,13.7210,-1.9931,-164.3274,-4.8461,-165.5336,-2.8530,-1.2062,3.0975,-1.0146,-165.0988,1.2460,1948,0.9880,0.5785,126,0.6517,0.195111,,
816,13.7379,-2.8587,-166.4274,-4.8527,-167.4657,-1.9940,-1.0383,2.2481,-0.9759,-167.0363,1.9788,1949,0.9884,0.5700,135,0.7833,0.195027,,
817,13.7547,-1.8603,-167.7676,-4.8516,-169.4014,-2.9913,-1.6338,3.4084,-0.9352,-168.9663,1.5142,1929,0.9919,0.5585,132,0.8551,0.194083,,
818,13.7715,-1.7744,-169.9369,-4.8856,-171.2840,-3.1112,-1.3471,3.3903,-0.9176,-170.8352,1.2414,1961,0.9894,0.5528,127,0.7260,0.194937,,
819,13.7884,-2.2257,-171.7667,-4.9578,-173.0277,-2.7321,-1.2610,3.0091,-0.9435,-172.5746,1.5155,1937,0.9783,0.5462,125,0.6919,0.195225,,
820,13.8052,-1.8565,-173.3331,-5.0546,-174.6372,-3.1981,-1.3041,3.4538,-1.0000,-174.1788,1.2037,1936,0.9743,0.5369,129,0.6892,0.194678,,
821,13.8220,-2.3783,-174.8397,-5.1960,-176.0336,-2.8177,-1.1939,3.0602,-1.1057,-175.5766,1.4706,1956,0.9849,0.5330,128,0.6205,0.195128,,
822,13.8389,-1.8438,-176.1198,-5.3363,-177.2909,-3.4925,-1.1711,3.6836,-1.2185,-176.8315,0.9474,1941,0.9729,0.5209,128,0.7362,0.194009,,
823,13.8557,-2.4967,-177.2603,-5.4570,-178.3904,-2.9603,-1.1301,3.1687,-1.3110,-177.9332,1.3633,1938,0.9820,0.5225,131,0.5555,0.194996,,
824,13.8725,-3.0918,-178.4370,-5.5911,-179.3763,-2.4993,-0.9393,2.6700,-1.4213,-178.9266,1.7408,1964,0.9835,0.5190,136,0.6404,0.195154,,
825,13.8894,-3.3956,-179.3152,-5.7120,-180.2750,-2.3164,-0.9598,2.5074,-1.5212,-179.8330,1.9446,1926,0.9834,0.5153,135,0.6439,0.195364,,
826,13.9062,-2.9016,-180.1032,-5.8092,-181.1490,-2.9076,-1.0458,3.0900,-1.5975,-180.7103,1.4385,1952,0.9909,0.5094,135,0.6483,0.194786,,
827,13.9230,-2.9870,-181.0655,-5.9058,-182.0901,-2.9188,-1.0246,3.0934,-1.6695,-181.6534,1.4427,1971,0.9894,0.5068,128,0.5633,0.195196,,
828,13.9399,-2.8842,-182.0348,-5.9685,-183.0805,-3.0843,-1.0457,3.2567,-1.7055,-182.6438,1.3267,1945,0.9828,0.5029,124,0.5669,0.195100,,
829,13.9567,-2.7072,-182.8419,-5.9857,-183.9946,-3.2785,-1.1527,3.4752,-1.6993,-183.5559,1.2352,1955,0.9800,0.4973,124,0.5322,0.194847,,
830,13.9736,-3.2094,-183.8776,-5.9851,-184.8066,-2.7757,-0.9290,2.9270,-1.6783,-184.3695,1.6082,1968,0.9885,0.4946,127,0.5499,0.195086,,
831,13.9904,-2.8011,-184.6241,-5.9844,-185.5806,-3.1833,-0.9565,3.3239,-1.6567,-185.1421,1.2562,1973,0.9980,0.4916,123,0.5302,0.195149,,
832,14.0072,-2.7770,-185.3308,-5.9847,-186.3211,-3.2077,-0.9903,3.3571,-1.6374,-185.8817,1.2658,1979,0.9955,0.4880,123,0.5108,0.195030,,
833,14.0241,-2.9932,-185.8768,-6.0269,-187.0345,-3.0337,-1.1577,3.2471,-1.6629,-186.5975,1.5130,1988,0.9980,0.4842,128,0.6164,0.194778,,
834,14.0409,-2.8209,-186.7868,-6.0728,-187.7578,-3.2519,-0.9710,3.3938,-1.6897,-187.3213,1.2511,1985,0.9935,0.4816,124,0.5049,0.195048,,
835,14.0577,-2.8787,-187.4317,-6.1422,-188.4357,-3.2635,-1.0040,3.4144,-1.7412,-188.0007,1.2719,1975,0.9940,0.4790,124,0.4972,0.195063,,
836,14.0746,-3.0832,-188.1768,-6.2087,-189.1089,-3.1255,-0.9321,3.2615,-1.7900,-188.6759,1.3862,1960,0.9920,0.4764,124,0.4983,0.195186,,
837,14.0914,-2.9202,-188.7369,-6.2552,-189.7845,-3.3350,-1.0476,3.4957,-1.8204,-189.3522,1.2602,1971,0.9925,0.4703,128,0.5949,0.194718,,
838,14.1082,-3.1241,-189.4450,-6.3005,-190.4418,-3.1764,-0.9968,3.3291,-1.8490,-190.0113,1.3952,1983,0.9950,0.4695,128,0.5482,0.195038,,
839,14.1251,-2.9678,-190.0926,-6.3444,-191.0799,-3.3766,-0.9873,3.5180,-1.8758,-190.6499,1.2260,1973,0.9915,0.4674,124,0.4872,0.195051,,
840,14.1419,-3.2037,-190.7007,-6.3776,-191.7366,-3.1739,-1.0359,3.3387,-1.8927,-191.3091,1.4453,1934,0.9694,0.4644,129,0.5853,0.194870,,
841,14.1587,-2.9497,-191.4525,-6.4191,-192.4120,-3.4694,-0.9595,3.5996,-1.9161,-191.9844,1.1624,1984,0.9960,0.4608,123,0.4914,0.195084,,
842,14.1756,-2.8487,-192.1001,-6.4230,-193.0915,-3.5743,-0.9914,3.7092,-1.9022,-192.6615,1.1005,1986,0.9950,0.4567,121,0.5401,0.195123,,
843,14.1924,-3.0424,-192.8923,-6.4261,-193.8236,-3.3837,-0.9313,3.5095,-1.8859,-193.3929,1.2602,1990,0.9985,0.4548,117,0.4762,0.195096,,
844,14.2093,-2.8739,-193.5561,-6.4377,-194.5645,-3.5638,-1.0084,3.7037,-1.8799,-194.1327,1.1491,1979,0.9945,0.4482,122,0.6023,0.194607,,
845,14.2261,-2.8743,-194.2986,-6.4378,-195.3376,-3.5635,-1.0390,3.7119,-1.8611,-194.9047,1.1806,1989,0.9980,0.4464,121,0.5517,0.194719,,
846,14.2429,-2.9273,-195.0988,-6.4410,-196.1215,-3.5137,-1.0227,3.6595,-1.8446,-195.6876,1.2324,1972,0.9950,0.4433,121,0.5673,0.194908,,
847,14.2598,-2.7673,-195.9059,-6.4908,-196.9437,-3.7235,-1.0378,3.8654,-1.8746,-196.5090,1.0773,1980,0.9925,0.4376,122,0.6335,0.194550,,
848,14.2766,-3.0674,-196.7470,-6.5397,-197.7528,-3.4723,-1.0058,3.6150,-1.9030,-197.3191,1.2974,1993,0.9980,0.4367,121,0.5574,0.195001,,
849,14.2934,-2.9794,-197.5155,-6.5533,-198.5282,-3.5739,-1.0127,3.7146,-1.8964,-198.0938,1.2277,1968,0.9950,0.4344,116,0.4604,0.195030,,
850,14.3103,-3.1742,-198.3773,-6.5586,-199.2630,-3.3844,-0.8857,3.4984,-1.8825,-198.8291,1.3684,1982,0.9955,0.4314,117,0.4840,0.195134,,
851,14.3271,-3.0477,-198.9868,-6.5589,-199.8866,-3.5112,-0.8998,3.6247,-1.8664,-199.4523,1.2697,1981,0.9945,0.4283,116,0.4577,0.195096,,
852,14.3439,-2.8548,-199.5507,-6.5591,-200.4661,-3.7043,-0.9154,3.8157,-1.8506,-200.0300,1.1127,1975,0.9965,0.4259,114,0.4793,0.195295,,
853,14.3608,-2.9216,-200.0370,-6.6062,-200.9479,-3.6846,-0.9109,3.7955,-1.8845,-200.5125,1.1409,1988,0.9970,0.4240,116,0.4954,0.195161,,
854,14.3776,-3.0285,-200.5001,-6.6289,-201.3754,-3.6004,-0.8753,3.7053,-1.8960,-200.9408,1.2152,1992,0.9985,0.4221,117,0.4524,0.195016,,
855,14.3944,-3.2084,-200.9355,-6.6299,-201.7657,-3.4215,-0.8302,3.5208,-1.8871,-201.3319,1.3795,1978,0.9985,0.4199,122,0.5563,0.195005,,
856,14.4113,-3.0357,-201.3496,-6.6302,-202.1487,-3.5945,-0.7991,3.6823,-1.8761,-201.7146,1.2157,1973,0.9960,0.4214,111,0.4870,0.195434,,
857,14.4281,-3.1096,-201.4950,-6.6738,-202.4368,-3.5642,-0.9418,3.6865,-1.9124,-202.0043,1.3010,1986,0.9950,0.4173,120,0.5593,0.195019,,
858,14.4450,-2.9142,-201.6667,-6.6732,-202.6294,-3.7590,-0.9627,3.8803,-1.9066,-202.1967,1.1385,1967,0.9945,0.4162,118,0.5309,0.194998,,
859,14.4618,-2.7994,-201.8026,-6.6324,-202.7241,-3.8330,-0.9215,3.9422,-1.8631,-202.2899,1.0555,1995,0.9975,0.4178,114,0.4997,0.195239,,
860,14.4786,-2.8181,-201.8609,-6.6108,-202.7670,-3.7927,-0.9061,3.8994,-1.8402,-202.3321,1.0855,1988,0.9985,0.4176,113,0.4992,0.195264,,
861,14.4955,-2.9973,-201.9064,-6.5656,-202.7791,-3.5683,-0.8727,3.6735,-1.7945,-202.3427,1.2795,1990,0.9985,0.4172,116,0.5251,0.195050,,
862,14.5123,-2.8198,-201.8498,-6.5183,-202.7808,-3.6985,-0.9310,3.8139,-1.7471,-202.3429,1.1806,1997,0.9985,0.4163,115,0.4991,0.195019,,
863,14.5291,-2.6987,-201.8519,-6.5005,-202.7802,-3.8018,-0.9283,3.9135,-1.7294,-202.3418,1.0861,1994,0.9985,0.4168,114,0.4635,0.195137,,
864,14.5460,-2.9450,-201.8583,-6.5006,-202.7702,-3.5556,-0.9119,3.6707,-1.7297,-202.3317,1.3042,1985,0.9960,0.4169,115,0.4708,0.195040,,
865,14.5628,-2.7172,-201.7602,-6.5434,-202.7316,-3.8262,-0.9714,3.9476,-1.7736,-202.2945,1.0844,1995,0.9980,0.4168,113,0.4478,0.195065,,
866,14.5796,-2.9379,-201.7709,-6.6112,-202.6889,-3.6733,-0.9180,3.7863,-1.8426,-202.2540,1.1971,1998,0.9990,0.4166,115,0.4687,0.195019,,
867,14.5965,-3.5991,-202.0533,-6.6833,-202.6615,-3.0842,-0.6082,3.1436,-1.9162,-202.2290,1.6920,1991,0.9990,0.4183,115,0.5128,0.195385,,
868,14.6133,-3.3781,-201.7178,-6.7418,-202.6445,-3.3637,-0.9267,3.4890,-1.9755,-202.2138,1.4877,1988,0.9985,0.4185,114,0.4706,0.195361,,
869,14.6301,-3.1991,-201.7526,-6.7439,-202.6439,-3.5448,-0.8913,3.6551,-1.9776,-202.2134,1.3055,1985,0.9985,0.4175,115,0.4805,0.195070,,
870,14.6470,-3.0846,-201.6724,-6.7083,-202.6263,-3.6237,-0.9539,3.7471,-1.9425,-202.1946,1.2558,1978,0.9930,0.4165,119,0.5263,0.194993,,
871,14.6638,-3.0460,-201.6713,-6.6119,-202.6211,-3.5659,-0.9498,3.6902,-1.8460,-202.1863,1.3058,1997,0.9995,0.4182,116,0.4708,0.195094,,
872,14.6807,-2.8426,-201.6312,-6.4693,-202.5894,-3.6267,-0.9582,3.7511,-1.7041,-202.1499,1.2511,1998,0.9995,0.4181,117,0.4766,0.195141,,
873,14.6975,-2.7021,-201.6294,-6.3306,-202.5443,-3.6285,-0.9149,3.7421,-1.5665,-202.1003,1.2294,1999,1.0000,0.4194,114,0.4690,0.195250,,
874,14.7143,-2.7859,-201.5594,-6.2621,-202.5096,-3.4762,-0.9502,3.6037,-1.4987,-202.0634,1.3824,1996,0.9995,0.4190,117,0.4928,0.195098,,
875,14.7312,-2.7569,-201.5573,-6.2324,-202.4725,-3.4755,-0.9152,3.5940,-1.4700,-202.0252,1.3693,2000,1.0000,0.4190,117,0.5022,0.195097,,
876,14.7480,-2.6347,-201.5053,-6.2309,-202.4306,-3.5962,-0.9253,3.7133,-1.4697,-201.9834,1.2593,1998,0.9995,0.4185,116,0.4732,0.195088,,
877,14.7648,-2.8688,-201.4751,-6.2350,-202.3396,-3.3662,-0.8645,3.4754,-1.4764,-201.8922,1.4535,1999,0.9995,0.4189,121,0.5675,0.195162,,
878,14.7817,-2.4862,-201.2531,-6.2781,-202.2421,-3.7919,-0.9890,3.9188,-1.5220,-201.7964,1.1067,2000,1.0000,0.4164,120,0.5772,0.194820,,
879,14.7985,-2.6553,-201.2015,-6.3275,-202.1671,-3.6722,-0.9656,3.7970,-1.5735,-201.7231,1.2010,1999,1.0000,0.4189,119,0.5132,0.195046,,
880,14.8153,-2.6107,-201.2076,-6.3702,-202.1419,-3.7595,-0.9343,3.8739,-1.6169,-201.6994,1.1088,1999,0.9995,0.4202,116,0.4657,0.195197,,
881,14.8322,-2.9257,-201.1906,-6.3940,-202.1288,-3.4683,-0.9382,3.5930,-1.6412,-201.6870,1.3771,1998,0.9995,0.4202,118,0.4813,0.195103,,
882,14.8490,-2.8017,-201.0616,-6.4265,-202.1019,-3.6248,-1.0403,3.7711,-1.6745,-201.6612,1.2768,2000,1.0000,0.4187,120,0.5303,0.194815,,
883,14.8658,-2.7238,-201.1216,-6.4667,-202.0741,-3.7429,-0.9525,3.8622,-1.7155,-201.6348,1.1314,2000,1.0000,0.4209,116,0.4617,0.195207,,
884,14.8827,-3.0425,-201.2096,-6.4957,-202.0685,-3.4532,-0.8589,3.5584,-1.7448,-201.6302,1.3642,1998,0.9990,0.4218,117,0.4984,0.195109,,
885,14.8995,-2.8985,-201.0956,-6.5359,-202.0447,-3.6374,-0.9491,3.7592,-1.7857,-201.6077,1.2250,1997,0.9990,0.4205,116,0.4266,0.195104,,
886,14.9163,-2.8739,-201.0426,-6.5751,-202.0119,-3.7012,-0.9693,3.8260,-1.8259,-201.5763,1.1761,1999,1.0000,0.4194,120,0.5189,0.194929,,
887,14.9332,-2.9775,-201.0474,-6.6140,-201.9770,-3.6365,-0.9296,3.7534,-1.8658,-201.5427,1.2170,2000,1.0000,0.4212,118,0.4802,0.195124,,
888,14.9500,-2.9436,-201.0186,-6.6161,-201.9638,-3.6725,-0.9452,3.7922,-1.8684,-201.5296,1.1905,2000,1.0000,0.4210,116,0.4478,0.195154,,
