frame,t_s,X_mm,Y_mm,dX_mm,dY_mm,tracked_points,inlier_ratio,roi_visible,mm_per_px,du_px,dv_px,flags
0,0.0954,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
1,0.1635,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
2,0.1865,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
3,0.2130,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
4,0.2386,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
5,0.2612,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
6,0.2842,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
7,0.3073,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
8,0.3316,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
9,0.3643,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
10,0.3984,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
11,0.4315,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
12,0.4655,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
13,0.4982,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
14,0.5316,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
15,0.5651,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
16,0.5984,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
17,0.6315,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
18,0.6654,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
19,0.7003,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
20,0.7323,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
21,0.7652,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
22,0.7984,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
23,0.8315,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
24,0.8666,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
25,0.8984,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
26,0.9313,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
27,0.9651,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
28,0.9991,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
29,1.0312,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
30,1.0652,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
31,1.1196,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
32,1.1449,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
33,1.1690,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
34,1.1985,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
35,1.2324,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
36,1.2644,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
37,1.2972,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
38,1.3303,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
39,1.3640,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
40,1.3966,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
41,1.4300,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
42,1.4638,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
43,1.4967,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
44,1.5304,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
45,1.5671,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
46,1.5987,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
47,1.6304,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
48,1.6631,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
49,1.6977,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
50,1.7302,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
51,1.7633,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
52,1.7966,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
53,1.8304,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
54,1.8643,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
55,1.8965,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
56,1.9294,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
57,1.9627,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
58,1.9964,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
59,2.0292,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
60,2.0629,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
61,2.1233,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
62,2.1465,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
63,2.1700,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
64,2.1983,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
65,2.2313,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
66,2.2642,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
67,2.2985,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
68,2.3315,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
69,2.3645,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
70,2.3982,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
71,2.4314,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
72,2.4643,0.0000,0.0000,0.0000,0.0000,0,0.0000,1.0000,,0.0000,0.0000,no_calib
